sku_dc_pair_index,complete_tm,order_amount,test_inv,test_demand,ave_demand,ave_inv,vlt
251,3/19/20,81,"[0.0, 0.0, 0.0, -3.0, -6.0, -6.0, -6.0, -6.0, -9.0, -10.0, -10.0, -11.0, -11.0, -11.0, -12.0, -12.0, -12.0, -12.0, -12.0, -12.0, 65.0, 65.0, 65.0, 64.0, 63.0, 63.0, 59.0, 59.0, 53.0, 45.0]","[0.0, 0.0, 3.0, 3.0, 0.0, 0.0, 0.0, 3.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 1.0, 1.0, 0.0, 4.0, 0.0, 6.0, 8.0, 1.0]",1.233333333,14.66666667,30 days
252,3/12/20,27,"[0.0, 0.0, 0.0, -1.0, -2.0, -2.0, -2.0, -3.0, -7.0, -7.0, -7.0, -11.0, -12.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 11.0, 11.0, 10.0, 7.0]","[0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 4.0, 0.0, 0.0, 4.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 1.0, 3.0, 0.0]",0.666666667,5.6,15 days
253,2/20/20,46,"[47.0, 47.0, 47.0, 47.0, 47.0, 47.0, 45.0, 45.0, 45.0, 45.0, 45.0, 44.0, 43.0, 43.0, 43.0, 42.0, 42.0, 42.0, 42.0, 42.0, 40.0, 39.0, 37.0, 36.0, 36.0, 36.0, 35.0, 33.0, 30.0, 30.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 1.0, 2.0, 1.0, 0.0, 0.0, 1.0, 2.0, 3.0, 0.0, 3.0]",0.666666667,41.4,3 days
254,2/15/20,135,"[58.0, 58.0, 57.0, 57.0, 54.0, 51.0, 50.0, 47.0, 44.0, 43.0, 40.0, 35.0, 26.0, 24.0, 24.0, 20.0, 14.0, 2.0, -1.0, -9.0, -18.0, -23.0, -25.0, -30.0, -32.0, -34.0, -43.0, -49.0, -51.0, -58.0]","[0.0, 1.0, 0.0, 3.0, 3.0, 1.0, 3.0, 3.0, 1.0, 3.0, 5.0, 9.0, 2.0, 0.0, 4.0, 6.0, 12.0, 3.0, 8.0, 9.0, 5.0, 2.0, 5.0, 2.0, 2.0, 9.0, 6.0, 2.0, 7.0, 10.0]",4.2,11.03333333,5 days
255,2/14/20,21,"[11.0, 11.0, 11.0, 11.0, 11.0, 7.0, 5.0, 5.0, 4.0, 3.0, 2.0, 1.0, -2.0, -7.0, -7.0, -8.0, -9.0, -10.0, -11.0, -11.0, -13.0, -18.0, -19.0, -20.0, -20.0, -20.0, -20.0, -23.0, -24.0, -24.0]","[0.0, 0.0, 0.0, 0.0, 4.0, 2.0, 0.0, 1.0, 1.0, 1.0, 1.0, 3.0, 5.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 2.0, 5.0, 1.0, 1.0, 0.0, 0.0, 0.0, 3.0, 1.0, 0.0, 3.0]",1.266666667,-6.133333333,4 days
256,2/21/20,20,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 17.0, 17.0, 16.0, 16.0, 15.0, 15.0, 14.0, 13.0, 12.0, 8.0, 8.0, 6.0, 5.0, 5.0, 5.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 4.0, 0.0, 2.0, 1.0, 0.0, 0.0, 2.0]",0.566666667,15.73333333,4 days
257,3/4/20,30,"[4.0, 3.0, 3.0, 2.0, 2.0, 32.0, 30.0, 26.0, 25.0, 23.0, 20.0, 20.0, 20.0, 20.0, 20.0, 18.0, 18.0, 12.0, 11.0, 10.0, 10.0, 10.0, 8.0, 8.0, 7.0, 7.0, 7.0, 7.0, 7.0, 5.0]","[1.0, 0.0, 1.0, 0.0, 0.0, 2.0, 4.0, 1.0, 2.0, 3.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 6.0, 1.0, 1.0, 0.0, 0.0, 2.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0]",0.966666667,13.16666667,9 days
258,3/8/20,23,"[0.0, 0.0, 0.0, -1.0, -2.0, -2.0, -3.0, -5.0, -7.0, 16.0, 16.0, 16.0, 15.0, 14.0, 13.0, 12.0, 11.0, 9.0, 7.0, 7.0, 6.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 1.0, -1.0, -1.0]","[0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 2.0, 2.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 2.0, 0.0, 0.0]",0.8,4.733333333,14 days
259,3/8/20,44,"[14.0, 13.0, 12.0, 11.0, 9.0, 5.0, 5.0, 5.0, 5.0, 48.0, 47.0, 46.0, 45.0, 45.0, 45.0, 45.0, 44.0, 44.0, 43.0, 42.0, 41.0, 41.0, 40.0, 36.0, 33.0, 32.0, 31.0, 31.0, 29.0, 29.0]","[1.0, 1.0, 1.0, 2.0, 4.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 4.0, 3.0, 1.0, 1.0, 0.0, 2.0, 0.0, 1.0]",1,30.53333333,14 days
260,3/3/20,22,"[0.0, 0.0, 0.0, -1.0, 21.0, 21.0, 21.0, 21.0, 20.0, 20.0, 20.0, 20.0, 19.0, 19.0, 19.0, 18.0, 18.0, 18.0, 17.0, 17.0, 14.0, 14.0, 14.0, 14.0, 13.0, 13.0, 12.0, 10.0, 9.0, 4.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 3.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 2.0, 1.0, 5.0, 0.0]",0.6,14.16666667,9 days
261,3/11/20,32,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 32.0, 28.0, 28.0, 28.0, 18.0, -26.0, -26.0, -26.0, -26.0, -26.0, -26.0, -26.0, -26.0, -26.0, -26.0, -26.0, -26.0, -28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 10.0, 44.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0]",2,-6.866666667,14 days
262,3/1/20,52,"[2.0, 2.0, 54.0, 54.0, 54.0, 54.0, 54.0, 54.0, 54.0, 54.0, 54.0, 50.0, 34.0, 27.0, 27.0, 24.0, 24.0, 18.0, 18.0, 16.0, 16.0, 15.0, 15.0, 14.0, 11.0, 10.0, 7.0, 4.0, 3.0, -2.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 16.0, 7.0, 0.0, 3.0, 0.0, 6.0, 0.0, 2.0, 0.0, 1.0, 0.0, 1.0, 3.0, 1.0, 3.0, 3.0, 1.0, 5.0, 7.0]",2.1,27.36666667,20 days
263,2/28/20,143,"[127.0, 122.0, 117.0, 113.0, 105.0, 103.0, 101.0, 97.0, 96.0, 95.0, 90.0, 87.0, 87.0, 86.0, 85.0, 80.0, 78.0, 77.0, 74.0, 71.0, 69.0, 68.0, 68.0, 67.0, 65.0, 63.0, 61.0, 59.0, 57.0, 57.0]","[5.0, 5.0, 4.0, 8.0, 2.0, 2.0, 4.0, 1.0, 1.0, 5.0, 3.0, 0.0, 1.0, 1.0, 5.0, 2.0, 1.0, 3.0, 3.0, 2.0, 1.0, 0.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 0.0, 1.0]",2.366666667,84.16666667,12 days
264,3/4/20,127,"[-14.0, -18.0, -32.0, -52.0, -62.0, 60.0, 50.0, 38.0, 36.0, 36.0, 34.0, 34.0, 34.0, 34.0, 34.0, 34.0, 31.0, 31.0, 31.0, 31.0, 31.0, 31.0, 25.0, 23.0, 19.0, 17.0, 10.0, 4.0, 2.0, -6.0]","[4.0, 14.0, 20.0, 10.0, 5.0, 10.0, 12.0, 2.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 2.0, 4.0, 2.0, 7.0, 6.0, 2.0, 8.0, 11.0]",4.333333333,17.53333333,7 days
265,2/20/20,14,"[4.0, 3.0, 3.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 1.0, 1.0, 1.0, -1.0, -3.0, -3.0, -3.0, -3.0, -5.0, -5.0, -8.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -12.0, -13.0, -18.0]","[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 2.0, 2.0, 0.0, 0.0, 0.0, 2.0, 0.0, 3.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 1.0, 5.0, 8.0]",1,-3.966666667,3 days
266,2/27/20,14,"[17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 15.0, 14.0, 14.0, 14.0, 11.0, 9.0, 8.0, 8.0, 6.0, 6.0, 6.0, 6.0, 6.0, 4.0, 3.0, 2.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 1.0, 0.0, 0.0, 3.0, 2.0, 1.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 2.0, 1.0, 1.0, 2.0, 0.0, 0.0]",0.566666667,11.2,10 days
267,3/7/20,61,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 59.0, 57.0, 55.0, 53.0, 44.0, 38.0, 37.0, 31.0, 26.0, 25.0, 25.0, 23.0, 16.0, 7.0, -6.0, -8.0, -13.0, -13.0, -13.0, -22.0, -26.0, -27.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 9.0, 6.0, 1.0, 6.0, 5.0, 1.0, 0.0, 2.0, 7.0, 9.0, 13.0, 2.0, 5.0, 0.0, 0.0, 9.0, 4.0, 1.0, 0.0]",2.933333333,12.26666667,12 days
268,3/4/20,55,"[1.0, 1.0, 1.0, 1.0, 1.0, 56.0, 56.0, 56.0, 56.0, 53.0, 53.0, 53.0, 53.0, 53.0, 24.0, 20.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 13.0, 10.0, 10.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 29.0, 4.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 3.0, 0.0, 0.0]",1.533333333,26,7 days
269,2/23/20,31,"[32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 29.0, 15.0, 12.0, 10.0, 10.0, 10.0, 10.0, 7.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 14.0, 3.0, 2.0, 0.0, 0.0, 0.0, 3.0, 8.0]",1.1,26.9,6 days
270,3/7/20,42,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 41.0, 35.0, 33.0, 32.0, 26.0, 25.0, 25.0, 25.0, 24.0, 21.0, 20.0, 19.0, 17.0, 17.0, 16.0, 10.0, 3.0, 2.0, 2.0, 2.0, 2.0, 2.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 6.0, 2.0, 1.0, 6.0, 1.0, 0.0, 0.0, 1.0, 3.0, 1.0, 1.0, 2.0, 0.0, 1.0, 6.0, 7.0, 1.0, 0.0, 0.0, 0.0, 0.0, 4.0]",1.466666667,13.3,19 days
271,3/7/20,45,"[14.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 58.0, 56.0, 51.0, 46.0, 41.0, 40.0, 37.0, 34.0, 31.0, 29.0, 27.0, 27.0, 27.0, 27.0, 27.0, 27.0, 26.0, 25.0, 25.0, 24.0, 24.0, 22.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 5.0, 5.0, 5.0, 1.0, 3.0, 3.0, 3.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 2.0, 1.0]",1.266666667,27.86666667,19 days
272,3/7/20,22,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 22.0, 21.0, 20.0, 4.0, 3.0, -5.0, -5.0, -8.0, -9.0, -9.0, -11.0, -12.0, -13.0, -14.0, -14.0, -14.0, -14.0, -14.0, -14.0, -14.0, -14.0, -19.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 1.0, 1.0, 16.0, 1.0, 8.0, 0.0, 3.0, 1.0, 0.0, 2.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 0.0]",1.433333333,-3.9,19 days
273,3/11/20,30,"[-2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, 27.0, 23.0, 23.0, 17.0, 9.0, 9.0, 6.0, 4.0, 1.0, -1.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 4.0, 0.0, 6.0, 8.0, 0.0, 3.0, 2.0, 3.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.0]",1.233333333,2.6,23 days
274,3/7/20,31,"[-5.0, -5.0, -5.0, -6.0, -6.0, -6.0, -6.0, -6.0, 25.0, 24.0, 21.0, 20.0, 19.0, 15.0, 13.0, 8.0, 2.0, -2.0, -4.0, -5.0, -5.0, -7.0, -8.0, -10.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 3.0, 1.0, 1.0, 4.0, 2.0, 5.0, 6.0, 4.0, 2.0, 1.0, 0.0, 2.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0]",1.3,-0.166666667,19 days
275,3/10/20,36,"[2.0, 1.0, -2.0, -3.0, -3.0, -4.0, -5.0, -8.0, -8.0, -8.0, -8.0, 28.0, 28.0, 28.0, 28.0, 28.0, 27.0, 26.0, 26.0, 25.0, 25.0, 25.0, 25.0, 24.0, 24.0, 23.0, 23.0, 23.0, 23.0, 22.0]","[1.0, 3.0, 1.0, 0.0, 1.0, 1.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 2.0]",0.6,14.5,30 days
276,3/7/20,78,"[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 80.0, 65.0, 63.0, 55.0, 49.0, 44.0, 40.0, 30.0, 25.0, 14.0, 10.0, 10.0, 9.0, 8.0, 7.0, 6.0, 5.0, 5.0, 4.0, 4.0, 2.0, -2.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 15.0, 2.0, 8.0, 6.0, 5.0, 4.0, 10.0, 5.0, 11.0, 4.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 2.0, 4.0, 8.0]",3.033333333,18.56666667,19 days
277,3/4/20,80,"[13.0, 9.0, 9.0, 9.0, 9.0, 89.0, 89.0, 89.0, 89.0, 80.0, 72.0, 70.0, 66.0, 60.0, 49.0, 43.0, 35.0, 27.0, 27.0, 23.0, 19.0, 17.0, 13.0, 11.0, 7.0, 7.0, 3.0, -8.0, -14.0, -18.0]","[4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 8.0, 2.0, 4.0, 6.0, 11.0, 6.0, 8.0, 8.0, 0.0, 4.0, 4.0, 2.0, 4.0, 2.0, 4.0, 0.0, 4.0, 11.0, 6.0, 4.0, 0.0]",3.7,33.13333333,7 days
278,3/2/20,117,"[-43.0, -51.0, -65.0, 49.0, 49.0, 48.0, 48.0, 48.0, 48.0, 48.0, 48.0, 44.0, 35.0, 20.0, 10.0, 8.0, 3.0, 2.0, 2.0, -13.0, -22.0, -28.0, -28.0, -31.0, -31.0, -31.0, -31.0, -31.0, -31.0, -32.0]","[8.0, 14.0, 3.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 9.0, 15.0, 10.0, 2.0, 5.0, 1.0, 0.0, 15.0, 9.0, 6.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",3.533333333,1.4,12 days
279,2/25/20,124,"[53.0, 39.0, 35.0, 33.0, 33.0, 33.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 31.0, 31.0, 31.0, 31.0, 31.0, 31.0, 31.0, 31.0, 31.0, 31.0, 31.0, 31.0, 31.0, 31.0, 31.0]","[14.0, 4.0, 2.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.733333333,32.63333333,9 days
280,2/25/20,83,"[26.0, 6.0, -4.0, -8.0, -8.0, -8.0, -8.0, -8.0, -8.0, -9.0, -9.0, -9.0, -9.0, -9.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -12.0, -12.0, -12.0]","[20.0, 10.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",1.266666667,-8.133333333,9 days
281,2/28/20,31,"[12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 10.0, 8.0, -4.0, -4.0, -4.0, -6.0, -6.0, -6.0, -8.0, -12.0, -13.0, -18.0, -20.0, -20.0, -24.0, -24.0, -30.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 12.0, 0.0, 0.0, 2.0, 0.0, 0.0, 2.0, 4.0, 1.0, 5.0, 2.0, 0.0, 4.0, 0.0, 6.0, 2.0]",1.466666667,-0.833333333,19 days
282,2/27/20,19,"[19.0, 18.0, 18.0, 16.0, 16.0, 15.0, 15.0, 15.0, 15.0, 12.0, 11.0, 11.0, 7.0, 7.0, 7.0, 4.0, 4.0, 3.0, 3.0, 3.0, 2.0, 1.0, 0.0, -1.0, -2.0, -3.0, -5.0, -6.0, -6.0, -6.0]","[1.0, 0.0, 2.0, 0.0, 1.0, 0.0, 0.0, 0.0, 3.0, 1.0, 0.0, 4.0, 0.0, 0.0, 3.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 2.0]",0.9,6.433333333,10 days
283,2/27/20,27,"[26.0, 25.0, 23.0, 22.0, 19.0, 17.0, 15.0, 14.0, 11.0, 9.0, 8.0, -1.0, -9.0, -9.0, -10.0, -11.0, -11.0, -12.0, -13.0, -13.0, -14.0, -16.0, -17.0, -19.0, -22.0, -25.0, -28.0, -29.0, -32.0, -33.0]","[1.0, 2.0, 1.0, 3.0, 2.0, 2.0, 1.0, 3.0, 2.0, 1.0, 9.0, 8.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 2.0, 1.0, 2.0, 3.0, 3.0, 3.0, 1.0, 3.0, 1.0, 1.0]",2,-4.5,10 days
284,2/26/20,67,"[60.0, 58.0, 58.0, 58.0, 58.0, 58.0, 58.0, 58.0, 58.0, 58.0, 58.0, 58.0, 49.0, 45.0, 43.0, 42.0, 41.0, 35.0, 34.0, 33.0, 22.0, 22.0, 22.0, 22.0, 21.0, 21.0, 21.0, 21.0, 20.0, 20.0]","[2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 4.0, 2.0, 1.0, 1.0, 6.0, 1.0, 1.0, 11.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0]",1.366666667,41.06666667,9 days
285,3/6/20,84,"[15.0, 12.0, 12.0, 12.0, 12.0, 11.0, 11.0, 95.0, 95.0, 95.0, 95.0, 95.0, 95.0, 95.0, 95.0, 95.0, 94.0, 94.0, 93.0, 93.0, 93.0, 93.0, 91.0, 91.0, 91.0, 89.0, 89.0, 87.0, 87.0, 87.0]","[3.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 2.0, 0.0, 2.0, 0.0, 0.0, 4.0]",0.533333333,73.73333333,11 days
286,3/2/20,62,"[0.0, 0.0, 0.0, 57.0, 55.0, 51.0, 48.0, 44.0, 43.0, 40.0, 39.0, 36.0, 36.0, 36.0, 32.0, 31.0, 29.0, 26.0, 25.0, 23.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0]","[0.0, 0.0, 5.0, 2.0, 4.0, 3.0, 4.0, 1.0, 3.0, 1.0, 3.0, 0.0, 0.0, 4.0, 1.0, 2.0, 3.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.333333333,29.03333333,7 days
287,2/26/20,21,"[18.0, 15.0, 15.0, 13.0, 11.0, 10.0, 9.0, 7.0, 5.0, 4.0, 3.0, -4.0, -7.0, -7.0, -7.0, -8.0, -8.0, -8.0, -8.0, -9.0, -9.0, -9.0, -9.0, -9.0, -9.0, -9.0, -9.0, -9.0, -9.0, -9.0]","[3.0, 0.0, 2.0, 2.0, 1.0, 1.0, 2.0, 2.0, 1.0, 1.0, 7.0, 3.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.9,-1.533333333,9 days
288,3/9/20,30,"[-2.0, -2.0, -3.0, -8.0, -9.0, -9.0, -10.0, -11.0, -12.0, -16.0, 11.0, 1.0, 1.0, 1.0, 1.0, 0.0, -1.0, -1.0, -6.0, -7.0, -8.0, -10.0, -12.0, -13.0, -13.0, -13.0, -13.0, -13.0, -18.0, -19.0]","[0.0, 1.0, 5.0, 1.0, 0.0, 1.0, 1.0, 1.0, 4.0, 3.0, 10.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 5.0, 1.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 5.0, 1.0, 2.0]",1.633333333,-7.133333333,15 days
289,3/9/20,15,"[7.0, 7.0, 6.0, 6.0, 6.0, 6.0, 6.0, 4.0, 4.0, 4.0, 16.0, 12.0, 9.0, 6.0, 6.0, 6.0, 5.0, 5.0, 4.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, -1.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 3.0, 4.0, 3.0, 3.0, 0.0, 0.0, 1.0, 0.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",0.766666667,4.366666667,15 days
290,3/9/20,16,"[8.0, 6.0, 6.0, 6.0, 6.0, 6.0, 5.0, 1.0, 1.0, 1.0, 14.0, 11.0, 8.0, 3.0, 2.0, -2.0, -3.0, -4.0, -4.0, -4.0, -4.0, -4.0, -4.0, -4.0, -5.0, -5.0, -8.0, -9.0, -9.0, -12.0]","[2.0, 0.0, 0.0, 0.0, 0.0, 1.0, 4.0, 0.0, 0.0, 3.0, 3.0, 3.0, 5.0, 1.0, 4.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 3.0, 1.0, 0.0, 3.0, 0.0]",1.2,0.1,15 days
291,3/5/20,49,"[-7.0, -8.0, -11.0, -12.0, -20.0, -20.0, 29.0, 29.0, 29.0, 29.0, 29.0, 27.0, 25.0, 25.0, 24.0, 23.0, 21.0, 20.0, 20.0, 20.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0]","[1.0, 3.0, 1.0, 8.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 0.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.8,15.06666667,10 days
292,2/29/20,26,"[-2.0, 24.0, 23.0, 23.0, 21.0, 21.0, 21.0, 21.0, 21.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 18.0, 16.0, 16.0, 15.0, 14.0, 13.0, 12.0, 11.0]","[0.0, 1.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 3.0]",0.533333333,18.26666667,5 days
