sku_dc_pair_index,complete_tm,order_amount,test_inv,test_demand,ave_demand,ave_inv,vlt,vlt_num
86,4/4/20,20,"[11.0, 10.0, 0.0, 0.0, 0.0, 0.0, 20.0, 18.0, 16.0, 14.0, 14.0, 3.0, 0.0, -5.0, -9.0, -12.0, -17.0, -20.0, -22.0, -22.0, -32.0, -36.0, -38.0, -50.0, -51.0, -55.0, -60.0, -61.0, -63.0, -68.0, -68.0, -69.0]","[1.0, 10.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 0.0, 11.0, 3.0, 5.0, 4.0, 3.0, 5.0, 3.0, 2.0, 0.0, 10.0, 4.0, 2.0, 12.0, 1.0, 4.0, 5.0, 1.0, 2.0, 5.0, 0.0, 1.0]",3.225806452,-20.375,6 days,6
87,4/16/20,240,"[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 238.0, 226.0, 217.0, 214.0, 206.0, 201.0, 200.0, 200.0, 196.0, 194.0, 188.0, 178.0, 174.0, 168.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 12.0, 9.0, 3.0, 8.0, 5.0, 1.0, 0.0, 4.0, 2.0, 6.0, 10.0, 4.0, 6.0]",2.322580645,87.5,17 days,17
88,4/16/20,240,"[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 238.0, 226.0, 217.0, 214.0, 206.0, 201.0, 200.0, 200.0, 196.0, 194.0, 188.0, 178.0, 174.0, 168.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 12.0, 9.0, 3.0, 8.0, 5.0, 1.0, 0.0, 4.0, 2.0, 6.0, 10.0, 4.0, 6.0]",2.322580645,87.5,17 days,17
89,4/5/20,34,"[-9.0, -12.0]","[0.0, 3.0]",1.5,-10.5,4 days,4
90,4/2/20,43,"[25, 13.0, 7.0, -3.0, 34.0, 21.0, 20.0, 17.0, 14.0, 12.0, 12.0, 11.0, 9.0, 8.0, 8.0, 7.0, 7.0, 5.0, 5.0, 5.0, 2.0, -5.0, -5.0, -5.0, -10.0, -12.0, -13.0, -13.0, -15.0, -15.0, -15.0, -17.0]","[12.0, 6.0, 10.0, 6.0, 13.0, 1.0, 3.0, 3.0, 2.0, 0.0, 1.0, 2.0, 1.0, 0.0, 1.0, 0.0, 2.0, 0.0, 0.0, 3.0, 7.0, 0.0, 0.0, 5.0, 2.0, 1.0, 0.0, 2.0, 0.0, 0.0, 2.0]",2.741935484,3.5625,3 days,3
91,3/31/20,69,"[0.0, 0.0, 69.0, 69.0, 67.0, 67.0, 66.0, 63.0, 62.0, 61.0, 60.0, 60.0, 59.0, 57.0, 57.0, 53.0, 52.0, 52.0, 51.0, 50.0, 49.0, 47.0, 47.0, 42.0, 39.0, 37.0, 37.0, 37.0, 36.0, 36.0, 35.0, 33.0]","[0.0, 0.0, 0.0, 2.0, 0.0, 1.0, 3.0, 1.0, 1.0, 1.0, 0.0, 1.0, 2.0, 0.0, 4.0, 1.0, 0.0, 1.0, 1.0, 1.0, 2.0, 0.0, 5.0, 3.0, 2.0, 0.0, 0.0, 1.0, 0.0, 1.0, 2.0]",1.161290323,48.4375,30 days,30
92,3/31/20,69,"[0.0, 0.0, 69.0, 69.0, 67.0, 67.0, 66.0, 63.0, 62.0, 61.0, 60.0, 60.0, 59.0, 57.0, 57.0, 53.0, 52.0, 52.0, 51.0, 50.0, 49.0, 47.0, 47.0, 42.0, 39.0, 37.0, 37.0, 37.0, 36.0, 36.0, 35.0, 33.0]","[0.0, 0.0, 0.0, 2.0, 0.0, 1.0, 3.0, 1.0, 1.0, 1.0, 0.0, 1.0, 2.0, 0.0, 4.0, 1.0, 0.0, 1.0, 1.0, 1.0, 2.0, 0.0, 5.0, 3.0, 2.0, 0.0, 0.0, 1.0, 0.0, 1.0, 2.0]",1.161290323,48.4375,30 days,30
93,4/7/20,33,"[-16.0, -17.0, -19.0, -20.0, -22.0, -25.0, -29.0, -29.0, -31.0, 1.0, 0.0, 0.0, -1.0, -2.0, -3.0, -4.0, -9.0, -10.0, -13.0, -14.0, -14.0, -15.0, -16.0, -17.0, -19.0, -19.0, -24.0, -25.0, -26.0, -27.0, -29.0, -32.0]","[1.0, 2.0, 1.0, 2.0, 3.0, 4.0, 0.0, 2.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 5.0, 1.0, 3.0, 1.0, 0.0, 1.0, 1.0, 1.0, 2.0, 0.0, 5.0, 1.0, 1.0, 1.0, 2.0, 3.0]",1.580645161,-16.4375,30 days,30
94,4/8/20,73,"[53, 52.0, 48.0, 47.0, 42.0, 34.0, 26.0, 24.0, 23.0, 20.0, 90.0, 90.0, 87.0, 78.0, 77.0, 71.0, 71.0, 68.0, 65.0, 65.0, 65.0, 64.0, 63.0, 59.0, 58.0, 56.0, 52.0, 48.0, 46.0, 45.0, 45.0, 40.0]","[1.0, 4.0, 1.0, 5.0, 8.0, 8.0, 2.0, 1.0, 3.0, 3.0, 0.0, 3.0, 9.0, 1.0, 6.0, 0.0, 3.0, 3.0, 0.0, 0.0, 1.0, 1.0, 4.0, 1.0, 2.0, 4.0, 4.0, 2.0, 1.0, 0.0, 5.0]",2.774193548,55.375,9 days,9
95,4/3/20,30,"[11, 8.0, 6.0, 6.0, 6.0, 34.0, 32.0, 27.0, 26.0, 20.0, 18.0, 16.0, 15.0, 7.0, 6.0, 1.0, -1.0, -4.0, -6.0, -7.0, -11.0, -11.0, -13.0, -14.0, -17.0, -20.0, -25.0, -25.0, -25.0, -25.0, -25.0, -25.0]","[3.0, 2.0, 0.0, 0.0, 2.0, 2.0, 5.0, 1.0, 6.0, 2.0, 2.0, 1.0, 8.0, 1.0, 5.0, 2.0, 3.0, 2.0, 1.0, 4.0, 0.0, 2.0, 1.0, 3.0, 3.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2.129032258,-0.46875,4 days,4
96,4/3/20,30,"[11, 8.0, 6.0, 6.0, 6.0, 34.0, 32.0, 27.0, 26.0, 20.0, 18.0, 16.0, 15.0, 7.0, 6.0, 1.0, -1.0, -4.0, -6.0, -7.0, -11.0, -11.0, -13.0, -14.0, -17.0, -20.0, -25.0, -25.0, -25.0, -25.0, -25.0, -25.0]","[3.0, 2.0, 0.0, 0.0, 2.0, 2.0, 5.0, 1.0, 6.0, 2.0, 2.0, 1.0, 8.0, 1.0, 5.0, 2.0, 3.0, 2.0, 1.0, 4.0, 0.0, 2.0, 1.0, 3.0, 3.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2.129032258,-0.46875,4 days,4
97,3/30/20,52,"[0.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 50.0, 50.0, 50.0, 50.0, 44.0, 44.0, 44.0, 32.0, 26.0, 20.0, 10.0, 4.0, 4.0, -2.0, -2.0, -2.0, -8.0, -8.0, -11.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 6.0, 0.0, 0.0, 12.0, 6.0, 6.0, 10.0, 6.0, 0.0, 6.0, 0.0, 0.0, 6.0, 0.0, 3.0]",2.032258065,31.84375,1 days,1
98,3/30/20,37,"[-3.0, 32.0, 30.0, 20.0, 20.0, 19.0, 19.0, 19.0, 9.0, 2.0, -2.0, -3.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -8.0, -11.0, -17.0, -24.0, -30.0, -30.0, -35.0, -40.0, -42.0, -44.0, -44.0, -50.0, -50.0, -52.0]","[2.0, 2.0, 10.0, 0.0, 1.0, 0.0, 0.0, 10.0, 7.0, 4.0, 1.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 3.0, 6.0, 7.0, 6.0, 0.0, 5.0, 5.0, 2.0, 2.0, 0.0, 6.0, 0.0, 2.0]",2.774193548,-10.96875,4 days,4
99,3/31/20,53,"[11.0, 11.0, 62.0, 52.0, 50.0, 46.0, 46.0, 42.0, 40.0, 36.0, 32.0, 26.0, 24.0, 24.0, 22.0, 22.0, 18.0, 15.0, 15.0, 13.0, 13.0, 9.0, 7.0, 7.0, 1.0, -4.0, -4.0, -6.0, -7.0, -7.0, -7.0, -7.0]","[0.0, 2.0, 10.0, 2.0, 4.0, 0.0, 4.0, 2.0, 4.0, 4.0, 6.0, 2.0, 0.0, 2.0, 0.0, 4.0, 3.0, 0.0, 2.0, 0.0, 4.0, 2.0, 0.0, 6.0, 5.0, 0.0, 2.0, 1.0, 0.0, 0.0, 0.0]",2.290322581,18.8125,7 days,7
100,4/3/20,73,"[38.0, 33.0, 23.0, 23.0, 23.0, 96.0, 90.0, 83.0, 78.0, 78.0, 78.0, 73.0, 73.0, 73.0, 73.0, 73.0, 73.0, 73.0, 73.0, 73.0, 73.0, 73.0, 63.0, 58.0, 53.0, 52.0, 52.0, 47.0, 35.0, 35.0, 35.0, 35.0]","[5.0, 10.0, 0.0, 0.0, 0.0, 6.0, 7.0, 5.0, 0.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 5.0, 5.0, 1.0, 0.0, 5.0, 12.0, 0.0, 0.0, 0.0]",2.451612903,59.71875,5 days,5
101,4/3/20,119,"[-30.0, -30.0, -30.0, -30.0, -30.0, 89.0, 89.0, 89.0, 89.0, 89.0, 89.0, 89.0, 69.0, 67.0, 67.0, 67.0, 67.0, 67.0, 67.0, 46.0, -22.0, -24.0, -24.0, -24.0, -25.0, -27.0, -27.0, -27.0, -27.0, -27.0, -27.0, -27.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 20.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21.0, 68.0, 2.0, 0.0, 0.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",3.741935484,21.3125,9 days,9
102,4/6/20,17,"[0, -1.0, -2.0, -2.0, -3.0, -3.0, -5.0, -5.0, 12.0, 11.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 8.0, 5.0, 5.0, 5.0, 5.0, 4.0, 3.0, 3.0, 2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -3.0]","[1.0, 1.0, 0.0, 1.0, 0.0, 2.0, 0.0, 0.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 3.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",0.64516129,2.53125,7 days,7
103,4/3/20,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, -2.0, -4.0, -5.0, -7.0, -11.0, -17.0, -25.0, -33.0, -40.0, -42.0, -46.0, -50.0, -54.0, -62.0, -66.0, -70.0, -86.0, -94.0, -100.0, -108.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 2.0, 1.0, 2.0, 4.0, 6.0, 8.0, 8.0, 7.0, 2.0, 4.0, 4.0, 4.0, 8.0, 4.0, 4.0, 16.0, 8.0, 6.0, 8.0]",3.548387097,-28.375,9 days,9
104,4/15/20,54,"[-3.0, -7.0, -7.0, -7.0, -11.0, -13.0, -13.0, -13.0, -13.0, -13.0, -13.0, -13.0, -13.0, -15.0, -17.0, -19.0, -19.0, 35.0, 35.0, 34.0, 34.0, 34.0, 34.0, 34.0, 34.0, 34.0, 34.0, 34.0, 34.0, 34.0, 34.0, 32.0]","[4.0, 0.0, 0.0, 4.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0]",0.612903226,9.40625,24 days,24
105,4/1/20,53,"[-21.0, -22.0, -26.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 17.0, 11.0, 8.0, 8.0, 8.0, 8.0, 7.0, 0.0, -11.0, -11.0, -11.0, -11.0, -11.0, -22.0, -25.0, -25.0, -25.0, -25.0, -25.0, -25.0, -25.0, -33.0, -42.0]","[1.0, 4.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 6.0, 3.0, 0.0, 0.0, 0.0, 1.0, 7.0, 11.0, 0.0, 0.0, 0.0, 0.0, 11.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 9.0]",2.387096774,-6.90625,9 days,9
106,4/1/20,53,"[-21.0, -22.0, -26.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 17.0, 11.0, 8.0, 8.0, 8.0, 8.0, 7.0, 0.0, -11.0, -11.0, -11.0, -11.0, -11.0, -22.0, -25.0, -25.0, -25.0, -25.0, -25.0, -25.0, -25.0, -33.0, -42.0]","[1.0, 4.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 6.0, 3.0, 0.0, 0.0, 0.0, 1.0, 7.0, 11.0, 0.0, 0.0, 0.0, 0.0, 11.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 9.0]",2.387096774,-6.90625,9 days,9
107,4/14/20,89,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -7.0, -7.0, -9.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -13.0, 71.0, 71.0, 66.0, 63.0, 61.0, 58.0, 53.0, 48.0, 48.0, 47.0, 46.0, 43.0, 43.0, 42.0, 41.0, 41.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 0.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 5.0, 0.0, 5.0, 3.0, 2.0, 3.0, 5.0, 5.0, 0.0, 1.0, 1.0, 3.0, 0.0, 1.0, 1.0, 0.0]",1.516129032,22.9375,30 days,30
108,4/14/20,34,"[-1.0, -1.0, -1.0, -2.0, -5.0, -6.0, -6.0, -9.0, -9.0, -9.0, -9.0, -9.0, -9.0, -10.0, -10.0, -10.0, 24.0, 23.0, 22.0, 18.0, 18.0, 16.0, 12.0, 10.0, 9.0, 7.0, 6.0, 5.0, 4.0, 4.0, 4.0, 3.0]","[0.0, 0.0, 1.0, 3.0, 1.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 4.0, 0.0, 2.0, 4.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0]",0.967741935,2.46875,30 days,30
109,4/6/20,59,"[32.0, 23.0, 18.0, 10.0, 9.0, 6.0, 6.0, 6.0, 63.0, 60.0, 58.0, 53.0, 50.0, 48.0, 48.0, 41.0, 36.0, 34.0, 33.0, 14.0, -10.0, -12.0, -28.0, -29.0, -34.0, -40.0, -43.0, -46.0, -51.0, -52.0, -54.0, -57.0]","[9.0, 5.0, 8.0, 1.0, 3.0, 0.0, 0.0, 2.0, 3.0, 2.0, 5.0, 3.0, 2.0, 0.0, 7.0, 5.0, 2.0, 1.0, 19.0, 24.0, 2.0, 16.0, 1.0, 5.0, 6.0, 3.0, 3.0, 5.0, 1.0, 2.0, 3.0]",4.774193548,6,10 days,10
110,4/8/20,86,"[63.0, 63.0, 57.0]","[2.0, 0.0, 6.0]",2.666666667,61,6 days,6
111,4/4/20,54,"[20, 20.0, 20.0, 18.0, 18.0, 17.0, 69.0, 68.0, 68.0, 68.0, 61.0, 57.0, 54.0, 54.0, 54.0, 53.0, 53.0, 49.0, 49.0, 48.0, 48.0, 48.0, 48.0, 48.0, 38.0, 38.0, 38.0, 38.0, 34.0, 33.0, 33.0, 33.0]","[0.0, 0.0, 2.0, 0.0, 1.0, 2.0, 1.0, 0.0, 0.0, 7.0, 4.0, 3.0, 0.0, 0.0, 1.0, 0.0, 4.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0, 4.0, 1.0, 0.0, 0.0]",1.322580645,43.59375,5 days,5
112,4/4/20,54,"[20, 20.0, 20.0, 18.0, 18.0, 17.0, 69.0, 68.0, 68.0, 68.0, 61.0, 57.0, 54.0, 54.0, 54.0, 53.0, 53.0, 49.0, 49.0, 48.0, 48.0, 48.0, 48.0, 48.0, 38.0, 38.0, 38.0, 38.0, 34.0, 33.0, 33.0, 33.0]","[0.0, 0.0, 2.0, 0.0, 1.0, 2.0, 1.0, 0.0, 0.0, 7.0, 4.0, 3.0, 0.0, 0.0, 1.0, 0.0, 4.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0, 4.0, 1.0, 0.0, 0.0]",1.322580645,43.59375,5 days,5
113,4/4/20,54,"[20, 20.0, 20.0, 18.0, 18.0, 17.0, 69.0, 68.0, 68.0, 68.0, 61.0, 57.0, 54.0, 54.0, 54.0, 53.0, 53.0, 49.0, 49.0, 48.0, 48.0, 48.0, 48.0, 48.0, 38.0, 38.0, 38.0, 38.0, 34.0, 33.0, 33.0, 33.0]","[0.0, 0.0, 2.0, 0.0, 1.0, 2.0, 1.0, 0.0, 0.0, 7.0, 4.0, 3.0, 0.0, 0.0, 1.0, 0.0, 4.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0, 4.0, 1.0, 0.0, 0.0]",1.322580645,43.59375,5 days,5
114,4/2/20,102,"[-4.0, -6.0, -8.0, -10.0, 92.0, 90.0, 89.0, 72.0, 70.0, 68.0, 66.0, 60.0, 45.0, 41.0, 30.0, 30.0, 22.0, 20.0, 18.0, 11.0, 6.0, 4.0, 4.0, -2.0, -6.0, -10.0, -11.0, -16.0, -26.0, -27.0, -27.0, -27.0]","[2.0, 2.0, 2.0, 0.0, 2.0, 1.0, 17.0, 2.0, 2.0, 2.0, 6.0, 15.0, 4.0, 11.0, 0.0, 8.0, 2.0, 2.0, 7.0, 5.0, 2.0, 0.0, 6.0, 4.0, 4.0, 1.0, 5.0, 10.0, 1.0, 0.0, 0.0]",4.032258065,20.5625,6 days,6
115,3/31/20,11,"[0.0, 0.0, 9.0, 7.0, 1.0, -1.0, -1.0, -2.0, -2.0, -2.0, -3.0, -3.0, -3.0, -3.0, -4.0, -4.0, -4.0, -4.0, -4.0, -12.0, -23.0, -35.0, -42.0, -42.0, -42.0, -43.0, -52.0, -57.0, -65.0, -83.0, -100.0, -103.0]","[0.0, 2.0, 2.0, 6.0, 2.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 8.0, 11.0, 12.0, 7.0, 0.0, 0.0, 1.0, 9.0, 5.0, 8.0, 18.0, 17.0, 3.0]",3.677419355,-22.5625,5 days,5
116,3/31/20,86,"[13.0, 7.0, 87.0, 83.0, 73.0, 66.0, 62.0, 58.0, 53.0, 49.0, 45.0, 43.0, 40.0, 40.0, 32.0, 28.0, 24.0, 22.0, 22.0, 20.0, 18.0, 16.0, 12.0, -2.0, -6.0, -8.0, -12.0, -12.0, -14.0, -21.0, -27.0, -35.0]","[6.0, 6.0, 4.0, 10.0, 7.0, 4.0, 4.0, 5.0, 4.0, 4.0, 2.0, 3.0, 0.0, 8.0, 4.0, 4.0, 2.0, 0.0, 2.0, 2.0, 2.0, 4.0, 14.0, 4.0, 2.0, 4.0, 0.0, 2.0, 7.0, 6.0, 8.0]",4.322580645,24.25,5 days,5
117,3/31/20,86,"[13.0, 7.0, 87.0, 83.0, 73.0, 66.0, 62.0, 58.0, 53.0, 49.0, 45.0, 43.0, 40.0, 40.0, 32.0, 28.0, 24.0, 22.0, 22.0, 20.0, 18.0, 16.0, 12.0, -2.0, -6.0, -8.0, -12.0, -12.0, -14.0, -21.0, -27.0, -35.0]","[6.0, 6.0, 4.0, 10.0, 7.0, 4.0, 4.0, 5.0, 4.0, 4.0, 2.0, 3.0, 0.0, 8.0, 4.0, 4.0, 2.0, 0.0, 2.0, 2.0, 2.0, 4.0, 14.0, 4.0, 2.0, 4.0, 0.0, 2.0, 7.0, 6.0, 8.0]",4.322580645,24.25,5 days,5
118,3/31/20,8,"[0.0, 0.0, 8.0, 8.0, 8.0, 8.0, 8.0, -1.0, -7.0, -8.0, -8.0, -10.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 6.0, 1.0, 0.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.612903226,-6.6875,6 days,6
119,4/3/20,155,"[63, 36.0, 29.0, 26.0, 19.0, 173.0, 167.0, 165.0, 162.0, 162.0, 162.0, 156.0, 155.0, 155.0, 153.0, 151.0, 149.0, 139.0, 124.0, 120.0, 111.0, 109.0, 106.0, 105.0, 101.0, 98.0, 94.0, 94.0, 92.0, 91.0, 87.0, 85.0]","[27.0, 7.0, 3.0, 7.0, 1.0, 6.0, 2.0, 3.0, 0.0, 0.0, 6.0, 1.0, 0.0, 2.0, 2.0, 2.0, 10.0, 15.0, 4.0, 9.0, 2.0, 3.0, 1.0, 4.0, 3.0, 4.0, 0.0, 2.0, 1.0, 4.0, 2.0]",4.290322581,113.71875,4 days,4
120,3/31/20,47,"[1.0, 1.0, 46.0, 44.0, 41.0, 41.0, 36.0, 36.0, 36.0, 32.0, 30.0, 30.0, 28.0, 28.0, 28.0, 24.0, 23.0, 21.0, 21.0, 19.0, 11.0, 9.0, 9.0, 2.0, 0.0, -1.0, -4.0, -6.0, -7.0, -7.0, -7.0, -7.0]","[0.0, 2.0, 2.0, 3.0, 0.0, 5.0, 0.0, 0.0, 4.0, 2.0, 0.0, 2.0, 0.0, 0.0, 4.0, 1.0, 2.0, 0.0, 2.0, 8.0, 2.0, 0.0, 7.0, 2.0, 1.0, 3.0, 2.0, 1.0, 0.0, 0.0, 0.0]",1.774193548,17.4375,8 days,8
121,3/31/20,47,"[1.0, 1.0, 46.0, 44.0, 41.0, 41.0, 36.0, 36.0, 36.0, 32.0, 30.0, 30.0, 28.0, 28.0, 28.0, 24.0, 23.0, 21.0, 21.0, 19.0, 11.0, 9.0, 9.0, 2.0, 0.0, -1.0, -4.0, -6.0, -7.0, -7.0, -7.0, -7.0]","[0.0, 2.0, 2.0, 3.0, 0.0, 5.0, 0.0, 0.0, 4.0, 2.0, 0.0, 2.0, 0.0, 0.0, 4.0, 1.0, 2.0, 0.0, 2.0, 8.0, 2.0, 0.0, 7.0, 2.0, 1.0, 3.0, 2.0, 1.0, 0.0, 0.0, 0.0]",1.774193548,17.4375,8 days,8
122,4/2/20,132,"[10.0, 10.0, 4.0, 3.0, 126.0, 125.0, 115.0, 113.0, 110.0, 107.0, 103.0, 99.0, 97.0, 96.0, 94.0, 91.0, 85.0, 75.0, 72.0, 67.0, 61.0, 59.0, 59.0, 50.0, 49.0, 49.0, 46.0, 44.0, 42.0, 37.0, 32.0, 31.0]","[0.0, 6.0, 1.0, 9.0, 1.0, 10.0, 2.0, 3.0, 3.0, 4.0, 4.0, 2.0, 1.0, 2.0, 3.0, 6.0, 10.0, 3.0, 5.0, 6.0, 2.0, 0.0, 9.0, 1.0, 0.0, 3.0, 2.0, 2.0, 5.0, 5.0, 1.0]",3.580645161,67.53125,4 days,4
123,4/5/20,18,"[6.0, 6.0, 3.0, 1.0, 1.0, 1.0, 1.0, 19.0, 17.0, 16.0, 16.0, 16.0, 15.0, 15.0, 14.0, 14.0, 13.0, 12.0, 12.0, 12.0, 11.0, 8.0, 6.0, 6.0, 6.0, 6.0, 5.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 3.0, 2.0, 0.0, 0.0, 0.0, 0.0, 2.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 3.0, 2.0, 0.0, 0.0, 0.0, 1.0, 4.0, 0.0, 0.0, 0.0, 0.0]",0.741935484,8.21875,7 days,7
124,4/5/20,38,"[6.0, 2.0, -4.0, -12.0, -17.0, -18.0, -18.0, 16.0, 14.0, 13.0, 13.0, 13.0, 13.0, 13.0, 12.0, 12.0, 12.0, 11.0, 8.0, 7.0, 7.0, 7.0, 6.0, 5.0, 4.0, 3.0, -2.0, -4.0, -9.0, -9.0, -16.0, -16.0]","[4.0, 6.0, 8.0, 5.0, 1.0, 0.0, 4.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 3.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 5.0, 2.0, 5.0, 0.0, 7.0, 0.0]",1.935483871,2.25,7 days,7
125,4/2/20,49,"[-20.0, -21.0, -23.0, -29.0, 19.0, 18.0, 16.0, 15.0, 14.0, 11.0, 10.0, 10.0, 9.0, 5.0, 5.0, 3.0, 1.0, 0.0, -5.0, -5.0, -7.0, -8.0, -9.0, -12.0, -14.0, -17.0, -19.0, -19.0, -21.0, -22.0, -25.0, -28.0]","[1.0, 2.0, 6.0, 1.0, 1.0, 2.0, 1.0, 1.0, 3.0, 1.0, 0.0, 1.0, 4.0, 0.0, 2.0, 2.0, 1.0, 5.0, 0.0, 2.0, 1.0, 1.0, 3.0, 2.0, 3.0, 2.0, 0.0, 2.0, 1.0, 3.0, 3.0]",1.838709677,-5.25,15 days,15
126,4/7/20,57,"[-25.0, -27.0, -27.0, -27.0, -27.0, -37.0, -44.0, -44.0, -48.0, 9.0, 3.0, -2.0, -7.0, -15.0, -20.0, -24.0, -24.0, -24.0, -24.0, -30.0, -30.0, -32.0, -34.0, -34.0, -34.0, -34.0, -34.0, -34.0, -34.0, -34.0, -34.0, -34.0]","[2.0, 0.0, 0.0, 0.0, 10.0, 7.0, 0.0, 4.0, 0.0, 6.0, 5.0, 5.0, 8.0, 5.0, 4.0, 0.0, 0.0, 0.0, 6.0, 0.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2.129032258,-27.0625,15 days,15
127,3/31/20,63,"[-17.0, -17.0, 41.0, 35.0, 30.0, 25.0, 19.0, 17.0, 17.0, 17.0, 17.0, 17.0, 12.0, 4.0, -1.0, -11.0, -15.0, -20.0, -20.0, -22.0, -29.0, -35.0, -43.0, -44.0, -44.0, -44.0, -44.0, -44.0, -44.0, -44.0, -44.0, -44.0]","[0.0, 5.0, 6.0, 5.0, 5.0, 6.0, 2.0, 0.0, 0.0, 0.0, 0.0, 5.0, 8.0, 5.0, 10.0, 4.0, 5.0, 0.0, 2.0, 7.0, 6.0, 8.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2.903225806,-11.71875,8 days,8
