,ave_demand,vlt,vlt_num
25203,0.032258065,30 days,30
25204,2.967741935,7 days,7
25205,3.387096774,12 days,12
25206,0.322580645,30 days,30
25207,0.096774194,9 days,9
25208,0.129032258,9 days,9
25209,0.548387097,10 days,10
25210,0.225806452,23 days,23
25211,0.677419355,30 days,30
25212,0,6 days,6
25213,0.129032258,7 days,7
25214,11.80645161,8 days,8
25215,0.483870968,12 days,12
25216,0.967741935,6 days,6
25217,1.064516129,14 days,14
25218,0.193548387,11 days,11
25219,0,18 days,18
25220,0.258064516,6 days,6
25221,24.03225806,7 days,7
25222,0.870967742,24 days,24
25223,0.483870968,5 days,5
25224,0,6 days,6
25225,0.677419355,30 days,30
25226,0.129032258,8 days,8
25227,0.096774194,30 days,30
25228,2.935483871,15 days,15
25229,0.096774194,20 days,20
25230,0.290322581,5 days,5
25231,0,8 days,8
25232,0.258064516,9 days,9
25233,1.870967742,8 days,8
25234,0.35483871,7 days,7
25235,0,7 days,7
25236,0.967741935,4 days,4
25237,0.064516129,4 days,4
25238,0,14 days,14
25239,0,20 days,20
25240,0.225806452,7 days,7
25241,0.580645161,14 days,14
25242,1.838709677,4 days,4
25243,0.838709677,12 days,12
25244,0,10 days,10
25245,0,5 days,5
25246,0.935483871,18 days,18
25247,1,8 days,8
25248,0,14 days,14
25249,2.290322581,13 days,13
25250,0.225806452,4 days,4
25251,0,14 days,14
25252,16.4516129,9 days,9
25253,6,6 days,6
25254,1.666666667,8 days,8
25255,9.666666667,3 days,3
25256,1.666666667,11 days,11
25257,0.612903226,21 days,21
25258,0.096774194,21 days,21
25259,0.193548387,30 days,30
25260,0.032258065,8 days,8
25261,0.387096774,5 days,5
25262,2.548387097,11 days,11
25263,0.935483871,13 days,13
25264,0.032258065,21 days,21
25265,0.193548387,18 days,18
25266,0.290322581,10 days,10
25267,0.064516129,23 days,23
25268,0.225806452,7 days,7
25269,0.387096774,7 days,7
25270,1.64516129,6 days,6
25271,2.032258065,7 days,7
25272,0.451612903,8 days,8
25273,2.774193548,7 days,7
25274,0,7 days,7
25275,0.870967742,5 days,5
25276,0,8 days,8
25277,0.258064516,10 days,10
25278,0.387096774,22 days,22
25279,0.225806452,6 days,6
25280,0.322580645,8 days,8
25281,0.129032258,12 days,12
25282,6.290322581,10 days,10
25283,0,7 days,7
25284,0.161290323,6 days,6
25285,3.096774194,6 days,6
25286,0.290322581,7 days,7
25287,1.580645161,4 days,4
25288,0.322580645,10 days,10
25289,0,22 days,22
25290,0.258064516,5 days,5
25291,1.774193548,9 days,9
25292,0,22 days,22
25293,0.129032258,25 days,25
25294,1.2,4 days,4
25295,0.967741935,13 days,13
25296,0.290322581,11 days,11
25297,0.612903226,10 days,10
25298,1.677419355,14 days,14
25299,1.387096774,10 days,10
25300,0.064516129,15 days,15
25301,4.516129032,11 days,11
25302,0.064516129,30 days,30
25303,0.677419355,8 days,8
25304,0.451612903,3 days,3
25305,7.806451613,6 days,6
25306,6.064516129,2 days,2
25307,0.483870968,5 days,5
25308,0.387096774,8 days,8
25309,4.419354839,15 days,15
25310,3.193548387,10 days,10
25311,0,13 days,13
25312,5.612903226,5 days,5
25313,0.35483871,30 days,30
25314,1.35483871,11 days,11
25315,0.096774194,9 days,9
25316,0.161290323,6 days,6
25317,0.096774194,22 days,22
25318,1.322580645,15 days,15
25319,12.77419355,10 days,10
25320,1.290322581,8 days,8
25321,1.64516129,8 days,8
25322,0.516129032,30 days,30
25323,0.483870968,6 days,6
25324,0.774193548,5 days,5
25325,1.548387097,16 days,16
25326,0.225806452,10 days,10
25327,1.483870968,13 days,13
25328,0.032258065,30 days,30
25329,20.87096774,6 days,6
25330,0.387096774,4 days,4
25331,0.032258065,15 days,15
25332,0.35483871,6 days,6
25333,2.161290323,5 days,5
25334,0.290322581,25 days,25
25335,0.193548387,4 days,4
25336,0.387096774,19 days,19
25337,25.16129032,10 days,10
25338,6.225806452,11 days,11
25339,0.322580645,11 days,11
25340,0.774193548,6 days,6
25341,0.225806452,9 days,9
25342,0.161290323,30 days,30
25343,1.774193548,8 days,8
25344,0.387096774,10 days,10
25345,0,13 days,13
25346,0,13 days,13
25347,3.5,11 days,11
25348,3.451612903,4 days,4
25349,1,7 days,7
25350,0.161290323,10 days,10
25351,0,23 days,23
25352,0,16 days,16
25353,0.225806452,9 days,9
25354,0,30 days,30
25355,0,30 days,30
25356,0.032258065,8 days,8
25357,0.129032258,7 days,7
25358,1,13 days,13
25359,1.935483871,13 days,13
25360,0.032258065,7 days,7
25361,0.387096774,16 days,16
25362,0.161290323,13 days,13
25363,0.161290323,8 days,8
25364,0.225806452,11 days,11
25365,0,15 days,15
25366,0.032258065,5 days,5
25367,0,22 days,22
25368,2.25,3 days,3
25369,0.129032258,12 days,12
25370,1.032258065,13 days,13
25371,1.258064516,9 days,9
25372,0.096774194,16 days,16
25373,0.483870968,7 days,7
25374,2.483870968,17 days,17
25375,7.161290323,4 days,4
25376,0.064516129,5 days,5
25377,0.096774194,6 days,6
25378,0.290322581,14 days,14
25379,1,7 days,7
25380,4.935483871,18 days,18
25381,0.129032258,25 days,25
25382,6.580645161,12 days,12
25383,1.838709677,15 days,15
25384,0.032258065,6 days,6
25385,3.806451613,18 days,18
25386,0.032258065,13 days,13
25387,0.258064516,11 days,11
25388,3,2 days,2
25389,0.870967742,5 days,5
25390,0.612903226,5 days,5
25391,0.838709677,16 days,16
25392,1.129032258,9 days,9
25393,2.096774194,19 days,19
25394,2.258064516,7 days,7
25395,3.096774194,20 days,20
25396,0.35483871,15 days,15
25397,0.225806452,10 days,10
25398,0,5 days,5
25399,0.709677419,12 days,12
25400,0.129032258,18 days,18
25401,0.096774194,18 days,18
25402,0.774193548,13 days,13
25403,0,30 days,30
25404,0.129032258,17 days,17
25405,1.806451613,6 days,6
25406,0,51 days,51
25407,1.64516129,13 days,13
25408,0.935483871,8 days,8
25409,0,16 days,16
25410,1.741935484,6 days,6
25411,0.935483871,26 days,26
25412,0.032258065,21 days,21
25413,0.419354839,6 days,6
25414,0.806451613,5 days,5
25415,2.193548387,13 days,13
25416,0.193548387,9 days,9
25417,0.161290323,23 days,23
25418,1.35483871,11 days,11
25419,4.870967742,8 days,8
25420,0.096774194,30 days,30
25421,1.161290323,13 days,13
25422,1.806451613,8 days,8
25423,0.35483871,9 days,9
25424,0.64516129,7 days,7
25425,0.516129032,23 days,23
25426,0.580645161,9 days,9
25427,5.2,11 days,11
25428,2.6,3 days,3
25429,0.4,4 days,4
25430,0.129032258,8 days,8
25431,0.225806452,15 days,15
25432,3.161290323,10 days,10
25433,0,14 days,14
25434,0,15 days,15
25435,0.161290323,21 days,21
25436,0.258064516,17 days,17
25437,0,13 days,13
25438,0,15 days,15
25439,0,5 days,5
25440,0.032258065,15 days,15
25441,8.322580645,1 days,1
25442,0.870967742,1 days,1
25443,0.258064516,27 days,27
25444,0,15 days,15
25445,0,17 days,17
25446,5.129032258,10 days,10
25447,0,13 days,13
25448,0,13 days,13
25449,0,4 days,4
25450,1.290322581,6 days,6
25451,0,27 days,27
25452,0,5 days,5
25453,0,13 days,13
25454,0.64516129,12 days,12
25455,0,31 days,31
25456,0,18 days,18
25457,0,6 days,6
25458,1,5 days,5
25459,0.516129032,18 days,18
25460,0.193548387,11 days,11
25461,0.258064516,4 days,4
25462,0,8 days,8
25463,0.580645161,11 days,11
25464,0,22 days,22
25465,0,31 days,31
25466,0,6 days,6
25467,0,22 days,22
25468,0,5 days,5
25469,0.483870968,8 days,8
25470,0,22 days,22
25471,5,3 days,3
25472,0,9 days,9
25473,0,22 days,22
25474,0.483870968,25 days,25
25475,0.032258065,23 days,23
25476,0,13 days,13
25477,4.096774194,10 days,10
25478,8.903225806,10 days,10
25479,1.129032258,9 days,9
25480,2.129032258,8 days,8
25481,0.193548387,18 days,18
25482,0.387096774,12 days,12
25483,0.741935484,5 days,5
25484,0.096774194,8 days,8
25485,0.064516129,15 days,15
25486,0.580645161,6 days,6
25487,5.193548387,7 days,7
25488,0.161290323,19 days,19
25489,2.064516129,7 days,7
25490,11.5483871,5 days,5
25491,1.032258065,30 days,30
25492,0,13 days,13
25493,0.516129032,8 days,8
25494,1.666666667,4 days,4
25495,0.666666667,15 days,15
25496,2.451612903,10 days,10
25497,1.935483871,6 days,6
25498,2.193548387,9 days,9
25499,0.032258065,8 days,8
25500,0.322580645,8 days,8
25501,0.258064516,11 days,11
25502,0.935483871,7 days,7
25503,0.258064516,10 days,10
25504,0.64516129,6 days,6
25505,0.258064516,8 days,8
25506,0.322580645,23 days,23
25507,1.935483871,9 days,9
25508,1.774193548,15 days,15
25509,0.322580645,12 days,12
25510,0.193548387,15 days,15
25511,0.322580645,24 days,24
25512,0.258064516,9 days,9
25513,0.129032258,4 days,4
25514,0.677419355,5 days,5
25515,1.516129032,16 days,16
25516,3.35483871,8 days,8
25517,0.387096774,5 days,5
25518,0.161290323,8 days,8
25519,0.516129032,6 days,6
25520,3.193548387,7 days,7
25521,0.032258065,16 days,16
25522,0,17 days,17
25523,4.258064516,12 days,12
25524,0.032258065,4 days,4
25525,0.129032258,15 days,15
25526,0.225806452,12 days,12
25527,2.258064516,14 days,14
25528,0,8 days,8
25529,1.5,7 days,7
25530,3.193548387,14 days,14
25531,0.032258065,11 days,11
25532,0.419354839,15 days,15
25533,0,8 days,8
25534,0.483870968,8 days,8
25535,0.225806452,25 days,25
25536,1.967741935,10 days,10
25537,0,10 days,10
25538,0,15 days,15
25539,0.451612903,7 days,7
25540,0,9 days,9
25541,0.75,12 days,12
25542,0.516129032,4 days,4
25543,0.064516129,15 days,15
25544,1.35483871,30 days,30
25545,2.5,7 days,7
25546,1.25,7 days,7
25547,0,30 days,30
25548,3.35483871,6 days,6
25549,0,7 days,7
25550,0.806451613,5 days,5
25551,0,23 days,23
25552,0.935483871,22 days,22
25553,0.419354839,9 days,9
25554,0.096774194,7 days,7
25555,0,12 days,12
25556,3.096774194,7 days,7
25557,0,25 days,25
25558,0.225806452,18 days,18
25559,0.25,4 days,4
25560,0,8 days,8
25561,0.258064516,15 days,15
25562,4.258064516,13 days,13
25563,0.161290323,8 days,8
25564,1.193548387,5 days,5
25565,0.903225806,23 days,23
25566,1.612903226,9 days,9
25567,1.741935484,5 days,5
25568,0.129032258,8 days,8
25569,2.967741935,12 days,12
25570,2.064516129,7 days,7
25571,0.258064516,9 days,9
25572,1.741935484,8 days,8
25573,0.032258065,10 days,10
25574,3.774193548,15 days,15
25575,0.161290323,8 days,8
25576,0.903225806,9 days,9
25577,13.03225806,8 days,8
25578,0.258064516,6 days,6
25579,0.096774194,18 days,18
25580,2.677419355,10 days,10
25581,0.870967742,15 days,15
25582,0.096774194,9 days,9
25583,0.870967742,14 days,14
25584,4.580645161,14 days,14
25585,0.451612903,9 days,9
25586,0.870967742,15 days,15
25587,3.225806452,5 days,5
25588,0.225806452,9 days,9
25589,0.096774194,12 days,12
25590,0.322580645,17 days,17
25591,4.419354839,6 days,6
25592,1.741935484,10 days,10
25593,0.516129032,14 days,14
25594,42.25806452,7 days,7
25595,0.161290323,16 days,16
25596,0.064516129,5 days,5
25597,0.032258065,8 days,8
25598,1.580645161,7 days,7
25599,0.548387097,11 days,11
25600,0.677419355,17 days,17
25601,0,14 days,14
25602,0.677419355,10 days,10
25603,0.161290323,9 days,9
25604,1.935483871,9 days,9
25605,0.032258065,15 days,15
25606,0.548387097,4 days,4
25607,0.193548387,14 days,14
25608,0.096774194,9 days,9
25609,0.032258065,30 days,30
25610,0.161290323,16 days,16
25611,2.161290323,14 days,14
25612,0.161290323,13 days,13
25613,0,10 days,10
25614,0.096774194,7 days,7
25615,0.35483871,5 days,5
25616,3.612903226,20 days,20
25617,0.419354839,12 days,12
25618,0.838709677,9 days,9
25619,0.032258065,14 days,14
25620,0.612903226,7 days,7
25621,0,11 days,11
25622,0.064516129,33 days,33
25623,0.258064516,11 days,11
25624,0,6 days,6
25625,0.290322581,3 days,3
25626,0.032258065,8 days,8
25627,0.225806452,14 days,14
25628,0.483870968,15 days,15
25629,0.032258065,14 days,14
25630,0.451612903,2 days,2
25631,1.032258065,7 days,7
25632,0.161290323,5 days,5
25633,0.580645161,6 days,6
25634,0.258064516,4 days,4
25635,0.580645161,19 days,19
25636,3.741935484,5 days,5
25637,0.096774194,5 days,5
25638,3.322580645,8 days,8
25639,0.838709677,6 days,6
25640,1.741935484,10 days,10
25641,1.612903226,10 days,10
25642,0.322580645,10 days,10
25643,1.35483871,7 days,7
25644,1.129032258,39 days,39
25645,0.064516129,9 days,9
25646,0.35483871,24 days,24
25647,2.322580645,13 days,13
25648,2.161290323,14 days,14
25649,0.064516129,6 days,6
25650,0.967741935,15 days,15
25651,2.580645161,15 days,15
25652,1.451612903,7 days,7
25653,0.225806452,8 days,8
25654,7.225806452,12 days,12
25655,0,13 days,13
25656,0.64516129,6 days,6
25657,0.741935484,7 days,7
25658,0.161290323,8 days,8
25659,0.064516129,7 days,7
25660,4.35483871,11 days,11
25661,0.548387097,20 days,20
25662,14.61290323,6 days,6
25663,0.612903226,10 days,10
25664,1.387096774,5 days,5
25665,0.064516129,30 days,30
25666,0.483870968,4 days,4
25667,1.419354839,13 days,13
25668,1.032258065,7 days,7
25669,0.322580645,30 days,30
25670,0.870967742,5 days,5
25671,1.451612903,9 days,9
25672,0.193548387,14 days,14
25673,0.032258065,7 days,7
25674,1.903225806,17 days,17
25675,0.225806452,10 days,10
25676,0.483870968,4 days,4
25677,4.612903226,11 days,11
25678,0.870967742,7 days,7
25679,0.612903226,10 days,10
25680,0.225806452,6 days,6
25681,0.322580645,14 days,14
25682,1,8 days,8
25683,0.612903226,11 days,11
25684,1.774193548,12 days,12
25685,12.58064516,5 days,5
25686,0.129032258,6 days,6
25687,0.64516129,11 days,11
25688,0.741935484,33 days,33
25689,0.225806452,21 days,21
25690,0.032258065,16 days,16
25691,0.193548387,8 days,8
25692,0.35483871,9 days,9
25693,1.258064516,6 days,6
25694,3.580645161,10 days,10
25695,0.096774194,23 days,23
25696,0,15 days,15
25697,0,13 days,13
25698,0.483870968,7 days,7
25699,0,7 days,7
25700,0,6 days,6
25701,0,9 days,9
25702,1,4 days,4
25703,0.129032258,9 days,9
25704,0,15 days,15
25705,2,9 days,9
25706,0,7 days,7
25707,0.032258065,6 days,6
25708,0,4 days,4
25709,0,14 days,14
25710,0,5 days,5
25711,0,12 days,12
25712,0,5 days,5
25713,0,14 days,14
25714,0.806451613,12 days,12
25715,0,6 days,6
25716,0,8 days,8
25717,0,7 days,7
25718,0,7 days,7
25719,0,7 days,7
25720,1,11 days,11
25721,0,4 days,4
25722,0,19 days,19
25723,0,9 days,9
25724,0,5 days,5
25725,0,8 days,8
25726,0,14 days,14
25727,0,2 days,2
25728,0,7 days,7
25729,0,9 days,9
25730,0.032258065,8 days,8
25731,0,7 days,7
25732,0,11 days,11
25733,0,3 days,3
25734,0.193548387,13 days,13
25735,0,12 days,12
25736,0,6 days,6
25737,0,9 days,9
25738,0.580645161,13 days,13
25739,3,9 days,9
25740,0,6 days,6
25741,0,7 days,7
25742,0,9 days,9
25743,2.5,8 days,8
25744,0,13 days,13
25745,0.290322581,9 days,9
25746,0.64516129,8 days,8
25747,0.258064516,9 days,9
25748,1,15 days,15
25749,0,9 days,9
25750,0,6 days,6
25751,3,4 days,4
25752,0,5 days,5
25753,0.709677419,21 days,21
25754,2.75,5 days,5
25755,0,11 days,11
25756,0,11 days,11
25757,10,4 days,4
25758,0,14 days,14
25759,0,10 days,10
25760,0,11 days,11
25761,3,12 days,12
25762,0,10 days,10
25763,0.75,11 days,11
25764,0.064516129,6 days,6
25765,0,5 days,5
25766,1,9 days,9
25767,0,9 days,9
25768,0,13 days,13
25769,0,7 days,7
25770,1,2 days,2
25771,0.516129032,13 days,13
25772,0.333333333,8 days,8
25773,0,9 days,9
25774,1.666666667,9 days,9
25775,6.096774194,11 days,11
25776,0,7 days,7
25777,0,11 days,11
25778,0,5 days,5
25779,0,10 days,10
25780,0,13 days,13
25781,0.064516129,14 days,14
25782,7,4 days,4
25783,1.2,3 days,3
25784,32.38709677,8 days,8
25785,0.774193548,9 days,9
25786,0,8 days,8
25787,0,5 days,5
25788,0.064516129,21 days,21
25789,0,9 days,9
25790,0,15 days,15
25791,0,5 days,5
25792,0.25,15 days,15
25793,0,15 days,15
25794,0,5 days,5
25795,0,5 days,5
25796,19,11 days,11
25797,2.5,7 days,7
25798,0,12 days,12
25799,0.322580645,14 days,14
25800,1,8 days,8
25801,0,4 days,4
25802,0,4 days,4
25803,1.483870968,8 days,8
25804,0,12 days,12
25805,0,7 days,7
25806,0,6 days,6
25807,0,6 days,6
25808,0,7 days,7
25809,0,11 days,11
25810,0.064516129,9 days,9
25811,0.193548387,11 days,11
25812,0.5,2 days,2
25813,0,5 days,5
25814,1.258064516,8 days,8
25815,0.451612903,9 days,9
25816,0,9 days,9
25817,0,8 days,8
25818,0,16 days,16
25819,4.419354839,13 days,13
25820,0,20 days,20
25821,0.774193548,24 days,24
25822,0,4 days,4
25823,1.580645161,13 days,13
25824,0.290322581,5 days,5
25825,1.193548387,10 days,10
25826,1,17 days,17
25827,2.096774194,11 days,11
25828,0,8 days,8
25829,0.032258065,10 days,10
25830,0.483870968,16 days,16
25831,0,22 days,22
25832,0.096774194,8 days,8
25833,0.225806452,9 days,9
25834,0,5 days,5
25835,0.129032258,10 days,10
25836,0,6 days,6
25837,0.193548387,6 days,6
25838,0,6 days,6
25839,0.516129032,7 days,7
25840,5.032258065,10 days,10
25841,0,7 days,7
25842,0.419354839,19 days,19
25843,0.032258065,6 days,6
25844,0,6 days,6
25845,0,8 days,8
25846,0.129032258,7 days,7
25847,0,6 days,6
25848,0,7 days,7
25849,1.419354839,9 days,9
25850,0.032258065,21 days,21
25851,0.064516129,16 days,16
25852,0,6 days,6
25853,0.64516129,15 days,15
25854,0.225806452,8 days,8
25855,0.096774194,7 days,7
25856,1.838709677,9 days,9
25857,0.032258065,7 days,7
25858,0.419354839,30 days,30
25859,3.290322581,20 days,20
25860,2.096774194,18 days,18
25861,1.258064516,10 days,10
25862,1.419354839,15 days,15
25863,1.129032258,9 days,9
25864,0.258064516,11 days,11
25865,0.258064516,6 days,6
25866,2.322580645,5 days,5
25867,0.64516129,12 days,12
25868,0.096774194,10 days,10
25869,0.483870968,6 days,6
25870,0.064516129,35 days,35
25871,7.322580645,9 days,9
25872,12.83870968,10 days,10
25873,0.451612903,8 days,8
25874,0.032258065,12 days,12
25875,14.58064516,8 days,8
25876,0.483870968,9 days,9
25877,0.451612903,18 days,18
25878,0.677419355,2 days,2
25879,1.548387097,7 days,7
25880,0,2 days,2
25881,0.451612903,10 days,10
25882,0,4 days,4
25883,0,4 days,4
25884,0.032258065,9 days,9
25885,0.161290323,9 days,9
25886,0,9 days,9
25887,0,7 days,7
25888,10.61290323,21 days,21
25889,0,9 days,9
25890,0.032258065,9 days,9
25891,0,22 days,22
25892,0.032258065,9 days,9
25893,0.677419355,5 days,5
25894,0.193548387,8 days,8
25895,0.032258065,22 days,22
25896,0.322580645,13 days,13
25897,0,10 days,10
25898,2.35483871,24 days,24
25899,0.322580645,4 days,4
25900,0.35483871,14 days,14
25901,0.387096774,11 days,11
25902,0.516129032,8 days,8
25903,4.096774194,8 days,8
25904,1.64516129,4 days,4
25905,1.451612903,7 days,7
25906,0.35483871,5 days,5
25907,1.322580645,9 days,9
25908,0.935483871,8 days,8
25909,0.709677419,8 days,8
25910,0.870967742,7 days,7
25911,0.032258065,7 days,7
25912,0.290322581,8 days,8
25913,0.741935484,12 days,12
25914,0.774193548,15 days,15
25915,2.64516129,22 days,22
25916,6.677419355,6 days,6
25917,0.064516129,8 days,8
25918,0.225806452,9 days,9
25919,0.806451613,7 days,7
25920,0.258064516,3 days,3
25921,2,15 days,15
25922,1.258064516,17 days,17
25923,0.258064516,6 days,6
25924,0.258064516,10 days,10
25925,0.580645161,13 days,13
25926,1.419354839,21 days,21
25927,1.032258065,10 days,10
25928,0.419354839,13 days,13
25929,0.838709677,8 days,8
25930,0.322580645,21 days,21
25931,0.612903226,14 days,14
25932,0.032258065,14 days,14
25933,1.677419355,10 days,10
25934,0.258064516,8 days,8
25935,0.903225806,6 days,6
25936,0.967741935,8 days,8
25937,0.322580645,16 days,16
25938,1.548387097,4 days,4
25939,0.096774194,4 days,4
25940,0.6,11 days,11
25941,0.612903226,8 days,8
25942,0,8 days,8
25943,1.838709677,6 days,6
25944,0.129032258,6 days,6
25945,0,8 days,8
25946,0,12 days,12
25947,3.806451613,8 days,8
25948,2.096774194,7 days,7
25949,0.677419355,31 days,31
25950,0.387096774,9 days,9
25951,1.612903226,8 days,8
25952,0,13 days,13
25953,0.161290323,7 days,7
25954,0.806451613,14 days,14
25955,0.741935484,14 days,14
25956,0.35483871,12 days,12
25957,0.35483871,9 days,9
25958,0,13 days,13
25959,0,13 days,13
25960,0.806451613,8 days,8
25961,0,5 days,5
25962,0.774193548,26 days,26
25963,0.032258065,12 days,12
25964,0.258064516,7 days,7
25965,0.032258065,22 days,22
25966,0.419354839,17 days,17
25967,0.483870968,4 days,4
25968,4.290322581,15 days,15
25969,0.064516129,8 days,8
25970,0.25,5 days,5
25971,0.25,7 days,7
25972,2.75,5 days,5
25973,0.870967742,5 days,5
25974,0.516129032,30 days,30
25975,0.35483871,6 days,6
25976,2.225806452,7 days,7
25977,0.193548387,22 days,22
25978,0.290322581,3 days,3
25979,2.032258065,7 days,7
25980,3.387096774,19 days,19
25981,0.096774194,9 days,9
25982,2.774193548,9 days,9
25983,0.161290323,4 days,4
25984,1.548387097,8 days,8
25985,0.516129032,10 days,10
25986,1.677419355,7 days,7
25987,0.225806452,6 days,6
25988,0.64516129,9 days,9
25989,0.064516129,7 days,7
25990,0.193548387,5 days,5
25991,0.806451613,12 days,12
25992,1.806451613,13 days,13
25993,0.483870968,4 days,4
25994,0.548387097,30 days,30
25995,0.258064516,4 days,4
25996,1.161290323,22 days,22
25997,1.64516129,10 days,10
25998,0.096774194,13 days,13
25999,7.129032258,10 days,10
26000,11.16129032,11 days,11
26001,0.129032258,10 days,10
26002,0.322580645,9 days,9
26003,0.322580645,11 days,11
26004,0.290322581,10 days,10
26005,1.612903226,6 days,6
26006,0.129032258,36 days,36
26007,0.806451613,7 days,7
26008,0.290322581,23 days,23
26009,0.032258065,15 days,15
26010,1.35483871,13 days,13
26011,0.612903226,11 days,11
26012,0.096774194,14 days,14
26013,0.677419355,15 days,15
26014,1.612903226,12 days,12
26015,1,7 days,7
26016,0.258064516,8 days,8
26017,0,10 days,10
26018,1.129032258,8 days,8
26019,0.129032258,9 days,9
26020,5.451612903,16 days,16
26021,0.709677419,6 days,6
26022,0.483870968,24 days,24
26023,0,5 days,5
26024,0.967741935,8 days,8
26025,0.333333333,9 days,9
26026,0.666666667,4 days,4
26027,1.666666667,8 days,8
26028,3.333333333,6 days,6
26029,0.225806452,14 days,14
26030,1.064516129,3 days,3
26031,0.741935484,9 days,9
26032,0,8 days,8
26033,1.483870968,17 days,17
26034,0,14 days,14
26035,0,5 days,5
26036,0,5 days,5
26037,0.322580645,8 days,8
26038,0.064516129,19 days,19
26039,0.096774194,10 days,10
26040,0.451612903,14 days,14
26041,0,14 days,14
26042,6.064516129,5 days,5
26043,0.258064516,6 days,6
26044,0.35483871,11 days,11
26045,2.677419355,5 days,5
26046,2.225806452,11 days,11
26047,0.064516129,13 days,13
26048,0.096774194,6 days,6
26049,0.387096774,30 days,30
26050,3.548387097,7 days,7
26051,1.483870968,7 days,7
26052,0,9 days,9
26053,0.225806452,16 days,16
26054,0.064516129,7 days,7
26055,2.451612903,5 days,5
26056,2.483870968,7 days,7
26057,0.032258065,8 days,8
26058,0,26 days,26
26059,1.161290323,10 days,10
26060,0.935483871,3 days,3
26061,0,16 days,16
26062,0.064516129,6 days,6
26063,0.225806452,12 days,12
26064,6.806451613,13 days,13
26065,0.580645161,14 days,14
26066,0.193548387,9 days,9
26067,0.225806452,11 days,11
26068,0.483870968,8 days,8
26069,6.322580645,6 days,6
26070,1.387096774,12 days,12
26071,0.032258065,5 days,5
26072,0,18 days,18
26073,1.580645161,9 days,9
26074,0,14 days,14
26075,0.064516129,15 days,15
26076,0,12 days,12
26077,0.225806452,16 days,16
26078,0,11 days,11
26079,0.096774194,7 days,7
26080,0.6,4 days,4
26081,1.6,12 days,12
26082,0.064516129,7 days,7
26083,0.129032258,4 days,4
26084,0.580645161,9 days,9
26085,0.096774194,10 days,10
26086,0.225806452,10 days,10
26087,0.870967742,8 days,8
26088,1.483870968,7 days,7
26089,0.548387097,30 days,30
26090,0.838709677,12 days,12
26091,0.193548387,9 days,9
26092,0.225806452,6 days,6
26093,1.709677419,5 days,5
26094,7.935483871,15 days,15
26095,0.322580645,30 days,30
26096,0.096774194,6 days,6
26097,0,5 days,5
26098,0.064516129,9 days,9
26099,1.193548387,14 days,14
26100,2.516129032,6 days,6
26101,0.193548387,15 days,15
26102,0.290322581,8 days,8
26103,0,9 days,9
26104,0,31 days,31
26105,0.129032258,30 days,30
26106,0,9 days,9
26107,1.032258065,9 days,9
26108,0.193548387,4 days,4
26109,0.419354839,9 days,9
26110,0.290322581,10 days,10
26111,0.193548387,6 days,6
26112,0,15 days,15
26113,1.419354839,8 days,8
26114,0.709677419,12 days,12
26115,0.580645161,7 days,7
26116,0,9 days,9
26117,1.290322581,11 days,11
26118,0.483870968,7 days,7
26119,0.064516129,23 days,23
26120,0.64516129,8 days,8
26121,0,31 days,31
26122,0,13 days,13
26123,0.677419355,8 days,8
26124,3.322580645,8 days,8
26125,0.870967742,13 days,13
26126,0.451612903,30 days,30
26127,0.322580645,4 days,4
26128,1.225806452,4 days,4
26129,1.483870968,9 days,9
26130,0.032258065,9 days,9
26131,0.225806452,12 days,12
26132,0.193548387,8 days,8
26133,0.032258065,11 days,11
26134,0.096774194,10 days,10
26135,0.096774194,9 days,9
26136,0.35483871,7 days,7
26137,0.451612903,11 days,11
26138,1.64516129,5 days,5
26139,0.193548387,9 days,9
26140,1.967741935,4 days,4
26141,5.451612903,5 days,5
26142,4.5,8 days,8
26143,4.774193548,6 days,6
26144,0.129032258,9 days,9
26145,1.774193548,6 days,6
26146,0,9 days,9
26147,0,22 days,22
26148,4.096774194,7 days,7
26149,1.096774194,8 days,8
26150,0.419354839,6 days,6
26151,0,8 days,8
26152,0,7 days,7
26153,0.677419355,13 days,13
26154,13,6 days,6
26155,0.483870968,8 days,8
26156,1.870967742,12 days,12
26157,0.258064516,8 days,8
26158,0.5,8 days,8
26159,0.5,5 days,5
26160,0.258064516,8 days,8
26161,0,15 days,15
26162,0,11 days,11
26163,0,25 days,25
26164,0,6 days,6
26165,0,22 days,22
26166,0.25,10 days,10
26167,2,3 days,3
26168,1.967741935,9 days,9
26169,2.5,6 days,6
26170,0,24 days,24
26171,0,8 days,8
26172,0,7 days,7
26173,0.903225806,15 days,15
26174,0,15 days,15
26175,0.387096774,4 days,4
26176,0,9 days,9
26177,0,8 days,8
26178,0.032258065,6 days,6
26179,2.193548387,5 days,5
26180,0,22 days,22
26181,0,7 days,7
26182,1.612903226,7 days,7
26183,3.5,7 days,7
26184,0.096774194,30 days,30
26185,0.322580645,15 days,15
26186,2.225806452,13 days,13
26187,0,30 days,30
26188,53.80645161,1 days,1
26189,0.322580645,8 days,8
26190,0.096774194,8 days,8
26191,0.483870968,29 days,29
26192,0.064516129,6 days,6
26193,0.064516129,8 days,8
26194,0.64516129,22 days,22
26195,0.935483871,15 days,15
26196,1.225806452,23 days,23
26197,5.258064516,10 days,10
26198,3.35483871,7 days,7
26199,0.225806452,12 days,12
26200,0.387096774,40 days,40
26201,1.806451613,10 days,10
26202,0.193548387,14 days,14
26203,1.032258065,14 days,14
