sku_dc_pair_index,complete_tm,order_amount,test_inv,test_demand,ave_demand,ave_inv,vlt,vlt_num
110,4/12/20,46.356,"[13, 10.0, 8.0, 6.0, 3.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 47.0, 47.0, 47.0, 42.0, 40.0, 39.0, 37.0, 35.0, 32.0, 30.0, 29.0, 28.0, 26.0, 24.0, 21.0, 19.0, 19.0, 17.0]","[3.0, 2.0, 2.0, 3.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 2.0, 1.0, 2.0, 2.0, 3.0, 2.0, 1.0, 1.0, 2.0, 2.0, 3.0, 2.0, 0.0, 2.0]",1.35483871,19.625,13 days,13
111,4/9/20,44.603,"[21, 20.0, 18.0, 13.0, 12.0, 12.0, 11.0, 6.0, 5.0, 2.0, 2.0, 45.0, 42.0, 39.0, 39.0, 36.0, 34.0, 34.0, 34.0, 31.0, 30.0, 28.0, 25.0, 25.0, 25.0, 25.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0]","[1.0, 2.0, 5.0, 1.0, 0.0, 1.0, 5.0, 1.0, 3.0, 0.0, 1.0, 3.0, 3.0, 0.0, 3.0, 2.0, 0.0, 0.0, 3.0, 1.0, 2.0, 3.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.322580645,23.6875,10 days,10
112,3/30/20,33.917,"[8.0, 40.0, 40.0, 39.0, 38.0, 37.0, 37.0, 36.0, 34.0, 31.0, 31.0, 31.0, 29.0, 27.0, 26.0, 24.0, 24.0, 23.0, 22.0, 20.0, 20.0, 17.0, 16.0, 14.0, 14.0, 11.0, 10.0, 10.0, 10.0, 9.0, 9.0, 9.0]","[1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 2.0, 3.0, 0.0, 0.0, 2.0, 2.0, 1.0, 2.0, 0.0, 1.0, 1.0, 2.0, 0.0, 3.0, 1.0, 2.0, 0.0, 3.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]",1.032258065,23.3125,7 days,7
113,4/4/20,10.452,"[10, 7.0, 6.0, 6.0, 6.0, 6.0, 16.0, 16.0, 16.0, 15.0, 15.0, 13.0, 12.0, 12.0, 12.0, 10.0, 10.0, 10.0, 6.0, 5.0, 4.0, 3.0, 3.0, 3.0, 3.0, 1.0, 0.0, 0.0, 0.0, -1.0, -1.0, -1.0]","[3.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 2.0, 1.0, 0.0, 0.0, 2.0, 0.0, 0.0, 4.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 2.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.677419355,6.96875,5 days,5
114,4/2/20,58.231,"[3.0, 2.0, 1.0, 1.0, 57.0, 54.0, 47.0, 44.0, 43.0, 42.0, 37.0, 36.0, 29.0, 29.0, 24.0, 23.0, 22.0, 18.0, 17.0, 9.0, 4.0, 3.0, 0.0, -2.0, -6.0, -21.0, -22.0, -24.0, -26.0, -31.0, -35.0, -37.0]","[1.0, 1.0, 0.0, 2.0, 3.0, 7.0, 3.0, 1.0, 1.0, 5.0, 1.0, 7.0, 0.0, 5.0, 1.0, 1.0, 4.0, 1.0, 8.0, 5.0, 1.0, 3.0, 2.0, 4.0, 15.0, 1.0, 2.0, 2.0, 5.0, 4.0, 2.0]",3.161290323,10.65625,10 days,10
115,4/4/20,59.676,"[67, 67.0, 65.0, 53.0, 40.0, 36.0, 90.0, 83.0, 77.0, 74.0, 65.0, 64.0, 54.0, 49.0, 49.0, 49.0, 49.0, 49.0, 49.0, 46.0, 45.0, 42.0, 37.0, 32.0, 23.0, 19.0, 12.0, 6.0, 6.0, -4.0, -4.0, -14.0]","[0.0, 2.0, 12.0, 13.0, 4.0, 5.0, 7.0, 6.0, 3.0, 9.0, 1.0, 10.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 1.0, 3.0, 5.0, 5.0, 9.0, 4.0, 7.0, 6.0, 0.0, 10.0, 0.0, 10.0]",4.516129032,42.96875,5 days,5
116,4/8/20,33.633,"[34, 33.0, 32.0, 29.0, 28.0, 27.0, 26.0, 24.0, 22.0, 18.0, 45.0, 41.0, 40.0, 39.0, 39.0, 37.0, 35.0, 32.0, 32.0, 32.0, 30.0, 29.0, 27.0, 27.0, 26.0, 26.0, 24.0, 23.0, 20.0, 18.0, 16.0, 16.0]","[1.0, 1.0, 3.0, 1.0, 1.0, 1.0, 2.0, 2.0, 4.0, 6.0, 4.0, 1.0, 1.0, 0.0, 2.0, 2.0, 3.0, 0.0, 0.0, 2.0, 1.0, 2.0, 0.0, 1.0, 0.0, 2.0, 1.0, 3.0, 2.0, 2.0, 0.0]",1.64516129,28.96875,9 days,9
117,4/13/20,23.589,"[23.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 10.0]","[0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0]",1.444444444,19.22222222,5 days,5
118,4/16/20,62.348,"[42, 41.0, 101.0, 95.0, 82.0, 82.0, 82.0, 78.0, 78.0, 77.0, 77.0, 75.0, 69.0, 65.0, 57.0, 55.0]","[1.0, 2.0, 6.0, 13.0, 0.0, 0.0, 4.0, 0.0, 1.0, 0.0, 2.0, 6.0, 4.0, 8.0, 2.0]",3.266666667,72.25,1 days,1
119,4/5/20,37.104,"[30, 30.0, 28.0, 22.0, 20.0, 20.0, 18.0, 54.0, 54.0, 54.0, 52.0, 50.0, 47.0, 46.0, 46.0, 46.0, 40.0, 40.0, 40.0, 39.0, 38.0, 36.0, 33.0, 29.0, 25.0, 24.0, 23.0, 19.0, 15.0, 13.0, 9.0, 7.0]","[0.0, 2.0, 6.0, 2.0, 0.0, 2.0, 1.0, 0.0, 0.0, 2.0, 2.0, 3.0, 1.0, 0.0, 0.0, 6.0, 0.0, 0.0, 1.0, 1.0, 2.0, 3.0, 4.0, 4.0, 1.0, 1.0, 4.0, 4.0, 2.0, 4.0, 2.0]",1.935483871,32.71875,6 days,6
120,4/28/20,38.871,"[6.0, 6.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, -2.0, -2.0, -2.0, -3.0, -3.0, -5.0, -6.0, -8.0, -8.0, -9.0, -13.0, -13.0, -13.0, -13.0, -16.0, 21.0, 19.0]","[0.0, 3.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 2.0, 1.0, 2.0, 0.0, 1.0, 4.0, 0.0, 0.0, 0.0, 3.0, 1.0, 2.0]",0.806451613,-1.9375,30 days,30
121,4/16/20,53.985,"[54.0, 51.0, 48.0, 42.0, 41.0, 40.0, 40.0, 32.0, 31.0, 31.0, 28.0, 26.0, 23.0, 9.0]","[1.0, 3.0, 3.0, 6.0, 1.0, 1.0, 0.0, 8.0, 1.0, 0.0, 3.0, 2.0, 3.0, 14.0]",3.285714286,35.42857143,3 days,3
122,4/27/20,24.581,"[16, 13.0, 12.0, 11.0, 10.0, 31.0, 29.0, 29.0]","[3.0, 1.0, 1.0, 1.0, 3.0, 2.0, 0.0]",1.571428571,18.875,4 days,4
123,4/18/20,22.102,"[4.0, 24.0, 22.0, 22.0, 20.0, 19.0, 15.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0]","[0.0, 2.0, 2.0, 0.0, 2.0, 1.0, 4.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.923076923,16.15384615,6 days,6
124,4/3/20,30.735,"[17, 17.0, 17.0, 15.0, 11.0, 41.0, 41.0, 39.0, 37.0, 37.0, 35.0, 34.0, 32.0, 32.0, 24.0, 23.0, 21.0, 17.0, 17.0, 15.0, 15.0, 15.0, 15.0, 13.0, 6.0, 3.0, 2.0, 2.0, 0.0, -4.0, -4.0, -4.0]","[0.0, 0.0, 2.0, 4.0, 0.0, 0.0, 2.0, 2.0, 0.0, 2.0, 1.0, 2.0, 0.0, 8.0, 1.0, 2.0, 4.0, 0.0, 2.0, 0.0, 0.0, 0.0, 2.0, 7.0, 3.0, 1.0, 0.0, 2.0, 4.0, 0.0, 0.0]",1.64516129,18.15625,4 days,4
125,4/27/20,34.072,"[23, 21.0, 16.0, 12.0, 11.0, 35.0, 32.0, 32.0]","[2.0, 5.0, 4.0, 1.0, 10.0, 3.0, 0.0]",3.571428571,22.75,4 days,4
126,4/22/20,8.569,"[5.0, 5.0, 2.0, -1.0, -3.0, -4.0]","[0.0, 0.0, 3.0, 3.0, 2.0, 1.0]",1.5,0.666666667,17 days,17
127,4/14/20,20.389,"[-3.0, -3.0, -3.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -7.0, -9.0, -9.0, -14.0, -18.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 0.0, 0.0, -4.0, -4.0, -4.0, -4.0, -4.0, -4.0, -6.0]","[0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 0.0, 5.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0]",0.741935484,-3.8125,23 days,23
128,4/14/20,42.001,"[6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 48.0, 48.0, 48.0, 46.0, 46.0, 40.0, 40.0, 40.0, 36.0, 30.0, 26.0, 16.0, 16.0, 16.0, 14.0, 14.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 6.0, 0.0, 0.0, 4.0, 6.0, 4.0, 10.0, 0.0, 0.0, 2.0, 0.0]",1.096774194,19.375,23 days,23
129,4/22/20,54.466,"[44.0, 38.0, 38.0, 33.0, 27.0, 24.0]","[3.0, 6.0, 0.0, 5.0, 6.0, 3.0]",3.833333333,34,17 days,17
130,4/22/20,14.234,"[2.0, -8.0, -10.0, -10.0, -12.0, -17.0]","[4.0, 10.0, 2.0, 0.0, 2.0, 5.0]",3.833333333,-9.166666667,17 days,17
131,4/22/20,8.569,"[3.0, -4.0, -7.0, -9.0, -17.0, -21.0]","[4.0, 7.0, 3.0, 2.0, 8.0, 4.0]",4.666666667,-9.166666667,17 days,17
132,4/23/20,8.569,"[5.0, 2.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 3.0, 1.0, 0.0, 0.0, 0.0]",0.666666667,1.833333333,18 days,18
133,4/23/20,16.231,"[15.0, 14.0, 13.0, 10.0, 8.0, 8.0]","[1.0, 1.0, 1.0, 3.0, 2.0, 0.0]",1.333333333,11.33333333,18 days,18
134,4/9/20,57.934,"[1.0, -1.0, -1.0, -1.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 48.0, 48.0, 48.0, 43.0, 30.0, 26.0, 17.0, 15.0]","[2.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 5.0, 13.0, 4.0, 9.0, 2.0]",1.387096774,28.5625,11 days,11
135,4/22/20,8.569,"[-5.0, -5.0, -7.0, -9.0, -11.0, -11.0]","[2.0, 0.0, 2.0, 2.0, 2.0, 0.0]",1.333333333,-8,17 days,17
136,3/29/20,21.077,"[20.0, 16.0, 16.0, 16.0, 14.0, 12.0, 12.0, 12.0, 12.0, 8.0, 6.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 2.0, 2.0, 2.0, -1.0, -1.0, -3.0, -3.0, -7.0, -7.0, -7.0, -10.0, -11.0, -13.0, -13.0]","[4.0, 0.0, 0.0, 2.0, 2.0, 0.0, 0.0, 0.0, 4.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 3.0, 0.0, 2.0, 0.0, 4.0, 0.0, 0.0, 3.0, 1.0, 2.0, 0.0]",1.064516129,3.1875,7 days,7
137,4/17/20,19.865,"[18.0, 18.0, 18.0, 18.0, 18.0, 16.0, 16.0, 6.0, 4.0, 3.0, 1.0, 0.0, -8.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 10.0, 2.0, 1.0, 2.0, 1.0, 8.0]",2.076923077,9.846153846,5 days,5
138,4/28/20,39.474,"[6, 5.0, 0.0, 37.0, 37.0]","[1.0, 5.0, 2.0, 0.0]",2,17,2 days,2
139,4/13/20,8.247,"[4.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[4.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.777777778,1.333333333,5 days,5
140,4/5/20,31.21,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 31.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 24.0, 23.0, 23.0, 18.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 3.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 1.0, 0.0, 5.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0]",0.903225806,14.53125,7 days,7
141,4/23/20,8.569,"[8.0, 8.0, 5.0, 3.0, 3.0, 3.0]","[0.0, 0.0, 3.0, 2.0, 0.0, 0.0]",0.833333333,5,18 days,18
142,4/21/20,36.259,"[36.0, 31.0, 31.0, 25.0, 23.0, 15.0, 15.0, 15.0, 15.0]","[2.0, 5.0, 0.0, 6.0, 2.0, 8.0, 0.0, 0.0, 0.0]",2.555555556,22.88888889,13 days,13
143,4/22/20,51.956,"[7.0, 5.0, 4.0, 4.0, 4.0, 2.0]","[2.0, 2.0, 1.0, 0.0, 0.0, 2.0]",1.166666667,4.333333333,17 days,17
144,4/22/20,61.606,"[52.0, 52.0, 50.0, 46.0, 44.0, 40.0]","[2.0, 0.0, 2.0, 4.0, 2.0, 4.0]",2.333333333,47.33333333,17 days,17
145,4/22/20,36.724,"[28.0, 28.0, 26.0, 22.0, 18.0, 18.0]","[4.0, 0.0, 2.0, 4.0, 4.0, 0.0]",2.333333333,23.33333333,17 days,17
146,4/28/20,33.98,"[23.0, 21.0, 18.0, 16.0, 13.0, 11.0, 8.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 5.0, 4.0, 3.0, 3.0, -2.0, -4.0, -8.0, -10.0, -11.0, -11.0, -11.0, 21.0, 18.0]","[2.0, 3.0, 2.0, 3.0, 2.0, 3.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 1.0, 1.0, 0.0, 5.0, 2.0, 4.0, 2.0, 1.0, 0.0, 0.0, 1.0, 3.0]",1.225806452,5.96875,30 days,30
147,4/17/20,41.793,"[0.0, 37.0, 32.0, 28.0, 24.0, 20.0, 18.0, 18.0, 18.0, 17.0, 16.0, 11.0, 9.0, 8.0]","[0.0, 4.0, 5.0, 4.0, 4.0, 4.0, 2.0, 0.0, 0.0, 1.0, 1.0, 5.0, 2.0, 1.0]",2.357142857,18.28571429,4 days,4
148,4/16/20,73.865,"[102.0, 87.0, 73.0, 73.0, 73.0, 71.0, 66.0, 60.0, 56.0, 54.0, 54.0, 54.0, 54.0, 54.0]","[0.0, 15.0, 14.0, 0.0, 0.0, 2.0, 5.0, 6.0, 4.0, 2.0, 0.0, 0.0, 0.0, 0.0]",3.428571429,66.5,3 days,3
149,4/27/20,28.953,"[0, -2.0, -2.0, -3.0, -4.0, 24.0, 21.0, 21.0]","[2.0, 0.0, 1.0, 1.0, 0.0, 3.0, 0.0]",1,6.875,4 days,4
150,3/31/20,35.435,"[12.0, 12.0, 47.0, 45.0, 40.0, 26.0, 24.0, 24.0, 24.0, 24.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 19.0, 18.0, 18.0, 11.0, 7.0, 7.0, 6.0, 6.0, 6.0, 6.0, 5.0, 4.0, 1.0]","[0.0, 0.0, 2.0, 5.0, 14.0, 2.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 1.0, 0.0, 7.0, 4.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 3.0]",1.483870968,18.4375,5 days,5
151,4/17/20,22.211,"[16.0, 15.0, 14.0, 14.0, 12.0, 11.0, 11.0, 11.0, 11.0, 11.0, 9.0, 9.0, 9.0]","[0.0, 1.0, 1.0, 0.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0]",0.538461538,11.76923077,5 days,5
152,4/16/20,35.766,"[48.0, 44.0, 39.0, 34.0, 31.0, 29.0, 28.0, 28.0, 28.0, 26.0, 24.0, 23.0, 17.0]","[3.0, 4.0, 5.0, 5.0, 3.0, 2.0, 1.0, 0.0, 0.0, 2.0, 2.0, 1.0, 6.0]",2.615384615,30.69230769,4 days,4
153,4/3/20,44.939,"[0, -2.0, -2.0, -2.0, -2.0, 37.0, 27.0, 15.0, 10.0, 10.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 7.0, 5.0, 5.0, 1.0, -7.0, -17.0, -21.0, -33.0, -41.0, -46.0, -48.0, -64.0, -86.0]","[2.0, 0.0, 0.0, 0.0, 5.0, 10.0, 12.0, 5.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 0.0, 4.0, 8.0, 10.0, 4.0, 12.0, 8.0, 5.0, 2.0, 16.0, 22.0]",4.193548387,-5.40625,4 days,4
154,4/16/20,47.087,"[47.0, 45.0, 41.0, 39.0, 31.0, 29.0, 25.0, 13.0, 11.0, 11.0, 6.0, 1.0, -11.0]","[1.0, 2.0, 4.0, 2.0, 8.0, 2.0, 4.0, 12.0, 2.0, 0.0, 5.0, 5.0, 12.0]",4.538461538,22.15384615,4 days,4
155,4/17/20,53.295,"[2.0, 53.0, 53.0, 45.0, 43.0, 39.0, 35.0, 31.0, 29.0, 29.0, 23.0, 23.0, 16.0, 14.0]","[0.0, 2.0, 0.0, 8.0, 2.0, 4.0, 4.0, 4.0, 2.0, 0.0, 6.0, 0.0, 7.0, 2.0]",2.928571429,31.07142857,4 days,4
156,4/21/20,35.428,"[34.0, 34.0, 32.0, 30.0, 27.0, 27.0, 26.0, 24.0, 23.0, 23.0, 23.0, 23.0, 22.0, 21.0, 20.0, 18.0, 15.0, 12.0, 12.0, 9.0, 8.0, 7.0, 6.0, 41.0, 38.0, 35.0, 34.0, 33.0, 33.0, 33.0, 30.0, 29.0]","[0.0, 2.0, 2.0, 3.0, 0.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 2.0, 3.0, 3.0, 0.0, 3.0, 1.0, 1.0, 1.0, 0.0, 3.0, 3.0, 1.0, 1.0, 0.0, 0.0, 3.0, 1.0]",1.290322581,24.4375,30 days,30
157,4/21/20,33.87,"[15.0, 14.0, 12.0, 11.0, 9.0, 6.0, 2.0, 2.0, 0.0, -1.0, -2.0, -2.0, -3.0, -4.0, -5.0, -6.0, -11.0, -12.0, -15.0, -16.0, -16.0, -17.0, -18.0, 14.0, 12.0, 12.0, 7.0, 6.0, 5.0, 4.0, 2.0, -1.0]","[1.0, 2.0, 1.0, 2.0, 3.0, 4.0, 0.0, 2.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 5.0, 1.0, 3.0, 1.0, 0.0, 1.0, 1.0, 1.0, 2.0, 0.0, 5.0, 1.0, 1.0, 1.0, 2.0, 3.0]",1.580645161,0.125,30 days,30
158,4/18/20,33.792,"[18.0, 18.0, 48.0, 47.0, 34.0, 34.0, 32.0, 26.0, 26.0, 20.0, 20.0, 19.0, 14.0, 10.0]","[0.0, 0.0, 3.0, 1.0, 13.0, 0.0, 2.0, 6.0, 0.0, 6.0, 0.0, 1.0, 5.0, 4.0]",2.928571429,26.14285714,5 days,5
159,4/18/20,43.65,"[16.0, 16.0, 57.0, 53.0, 52.0, 51.0, 49.0, 45.0, 43.0, 41.0, 40.0, 39.0, 35.0, 32.0]","[0.0, 0.0, 2.0, 4.0, 1.0, 1.0, 2.0, 4.0, 2.0, 2.0, 1.0, 1.0, 4.0, 3.0]",1.928571429,40.64285714,5 days,5
160,4/18/20,46.62,"[0.0, 0.0, 46.0, 44.0, 44.0, 44.0, 44.0, 42.0, 40.0, 39.0, 20.0, 20.0, 17.0, 15.0]","[0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 2.0, 2.0, 1.0, 19.0, 0.0, 3.0, 2.0]",2.214285714,29.64285714,5 days,5
161,3/26/20,71.309,"[48.0, 47.0, 45.0, 39.0, 37.0, 37.0, 37.0, 30.0, 27.0, 24.0, 24.0, 24.0, 15.0, 4.0, -4.0, -9.0, -16.0, -19.0, -22.0, -26.0, -31.0, -38.0, -39.0, -45.0, -48.0, -48.0, -52.0, -52.0, -54.0, -59.0, -70.0, -71.0]","[1.0, 2.0, 6.0, 2.0, 0.0, 0.0, 7.0, 3.0, 3.0, 0.0, 0.0, 9.0, 11.0, 8.0, 5.0, 7.0, 3.0, 3.0, 4.0, 5.0, 7.0, 1.0, 6.0, 3.0, 0.0, 4.0, 0.0, 2.0, 5.0, 11.0, 1.0]",3.838709677,-8.28125,3 days,3
162,4/16/20,81.2,"[114.0, 112.0, 112.0, 111.0, 106.0, 91.0, 80.0, 76.0, 73.0, 73.0, 70.0, 65.0, 65.0, 63.0]","[4.0, 2.0, 0.0, 1.0, 5.0, 15.0, 11.0, 4.0, 3.0, 0.0, 3.0, 5.0, 0.0, 2.0]",3.928571429,86.5,3 days,3
163,4/27/20,17.399,"[4, 3.0, 3.0, 3.0, 2.0, 18.0, 18.0, 16.0]","[1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 2.0]",0.714285714,8.375,4 days,4
164,4/28/20,56.496,"[1, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 51.0, 49.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 4.0, 2.0]",0.533333333,6.75,13 days,13
165,4/7/20,59.241,"[31.0, 29.0]","[4.0, 2.0]",3,30,6 days,6
166,3/25/20,72.712,"[48.0, 48.0, 48.0, 48.0, 48.0, 48.0, 48.0, 48.0, 48.0, 48.0, 48.0, 48.0, 48.0, 48.0, 48.0, 48.0, 48.0, 48.0, 48.0, 37.0, 19.0, 4.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.0, 18.0, 15.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.516129032,30.71875,7 days,7
167,4/9/20,73.095,"[0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0, 59.0, 51.0, 38.0, 28.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.0, 8.0, 13.0, 10.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.580645161,31.4375,10 days,10
168,4/18/20,55.974,"[0.0, 54.0, 49.0, 46.0, 44.0, 41.0, 36.0, 33.0, 29.0, 28.0, 25.0, 23.0, 20.0]","[0.0, 1.0, 5.0, 3.0, 2.0, 3.0, 5.0, 3.0, 4.0, 1.0, 3.0, 2.0, 3.0]",2.692307692,32.92307692,6 days,6
169,4/17/20,57.485,"[54.0, 54.0, 50.0, 47.0, 46.0, 45.0, 33.0, 32.0, 32.0, 22.0, 15.0, 12.0, 4.0]","[2.0, 0.0, 4.0, 3.0, 1.0, 1.0, 12.0, 1.0, 0.0, 10.0, 7.0, 3.0, 8.0]",4,34.30769231,5 days,5
170,4/18/20,16.733,"[0.0, 13.0, 13.0, 13.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 9.0, 9.0, 6.0]","[0.0, 3.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 3.0]",0.769230769,9.923076923,6 days,6
171,4/17/20,63.519,"[62.0, 56.0, 50.0, 49.0, 48.0, 46.0, 40.0, 32.0, 32.0, 28.0, 26.0, 20.0, 14.0]","[0.0, 6.0, 6.0, 1.0, 1.0, 2.0, 6.0, 8.0, 0.0, 4.0, 2.0, 6.0, 6.0]",3.692307692,38.69230769,5 days,5
172,4/17/20,33.073,"[36.0, 36.0, 33.0, 32.0, 31.0, 29.0, 28.0, 28.0, 27.0, 24.0, 23.0, 23.0, 19.0]","[0.0, 0.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 1.0, 3.0, 1.0, 0.0, 4.0]",1.307692308,28.38461538,5 days,5
173,4/17/20,69.827,"[68.0, 68.0, 64.0, 58.0, 55.0, 50.0, 44.0, 41.0, 39.0, 32.0, 27.0, 18.0, 14.0]","[1.0, 0.0, 4.0, 6.0, 3.0, 5.0, 6.0, 3.0, 2.0, 7.0, 5.0, 9.0, 4.0]",4.230769231,44.46153846,5 days,5
174,4/28/20,54.759,"[8, 2.0, 2.0, 2.0, 1.0, 1.0, 53.0, 52.0]","[6.0, 0.0, 0.0, 1.0, 0.0, 2.0, 1.0]",1.428571429,15.125,5 days,5
175,4/17/20,42.062,"[34.0, 34.0, 33.0, 31.0, 30.0, 28.0, 26.0, 25.0, 21.0, 20.0, 20.0, 18.0, 18.0]","[4.0, 0.0, 1.0, 2.0, 1.0, 2.0, 2.0, 1.0, 4.0, 1.0, 0.0, 2.0, 0.0]",1.538461538,26,5 days,5
