sku_dc_pair_index,complete_tm,order_amount,test_inv,test_demand,ave_demand,ave_inv,vlt
113,2/26/20,110,"[97.0, 94.0, 91.0, 86.0, 84.0, 80.0, 69.0, 69.0, 69.0, 65.0, 63.0, 63.0, 60.0, 58.0, 56.0, 55.0, 53.0, 50.0, 46.0, 43.0, 43.0, 39.0, 32.0, 30.0, 29.0, 26.0, 25.0, 24.0, 22.0, 9.0]","[3.0, 3.0, 5.0, 2.0, 4.0, 11.0, 0.0, 0.0, 4.0, 2.0, 0.0, 3.0, 2.0, 2.0, 1.0, 2.0, 3.0, 4.0, 3.0, 0.0, 4.0, 7.0, 2.0, 1.0, 3.0, 1.0, 1.0, 2.0, 13.0, 6.0]",3.133333333,54.33333333,19 days
114,3/23/20,2,"[0, -2.0, -3.0, -3.0, -3.0, -3.0, -4.0, -5.0, -6.0, -11.0, -12.0, -12.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0]","[2.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 5.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.666666667,-6.888888889,11 days
115,3/7/20,66,"[15, 4.0, -6.0, -6.0, -6.0, -6.0, 58.0, 44.0, 40.0, 28.0, 24.0, 20.0, 18.0, 18.0, 18.0, 14.0, 14.0, 12.0, -2.0, -14.0, -26.0, -39.0, -45.0, -45.0, -45.0, -47.0, -47.0, -47.0]","[11.0, 10.0, 0.0, 0.0, 0.0, 2.0, 14.0, 4.0, 12.0, 4.0, 4.0, 2.0, 0.0, 0.0, 4.0, 0.0, 2.0, 14.0, 12.0, 12.0, 13.0, 6.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0]",4.571428571,-1.928571429,5 days
116,3/16/20,19,"[11, 3.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 20.0, 20.0, 17.0, 14.0, 8.0, 5.0, -1.0, -1.0, -1.0, -7.0, -10.0, -10.0, -10.0]","[8.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 3.0, 6.0, 3.0, 6.0, 0.0, 0.0, 6.0, 3.0, 0.0, 0.0, 0.0]",1.6,2.72,11 days
117,3/14/20,40,"[3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 39.0, 27.0, 27.0, 24.0, 24.0, 21.0, 12.0, 10.0, 10.0, 4.0, 1.0, 1.0, -5.0, -5.0, -8.0]","[3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 12.0, 0.0, 3.0, 0.0, 3.0, 9.0, 2.0, 0.0, 6.0, 3.0, 0.0, 6.0, 0.0, 3.0, 0.0]",2.04,7.4,9 days
118,2/24/20,82,"[65.0, 60.0, 50.0, 48.0, 36.0, 30.0, 27.0, 26.0, 25.0, 23.0, 23.0, 19.0, 14.0, 9.0, 8.0, 5.0, 3.0, -2.0, -13.0, -20.0, -23.0, -29.0, -29.0, -37.0, -40.0, -48.0, -50.0, -54.0, -59.0, -65.0]","[5.0, 10.0, 2.0, 12.0, 6.0, 3.0, 1.0, 1.0, 2.0, 0.0, 4.0, 5.0, 5.0, 1.0, 3.0, 2.0, 5.0, 11.0, 7.0, 3.0, 6.0, 0.0, 8.0, 3.0, 8.0, 2.0, 4.0, 5.0, 6.0, 10.0]",4.666666667,0.066666667,11 days
119,3/8/20,23,"[18, 17.0, 17.0, 17.0, 17.0, 16.0, 15.0, 14.0, 37.0, 36.0, 36.0, 35.0, 27.0, 26.0, 25.0, 23.0, 23.0, 21.0, 17.0, 17.0, 17.0, 15.0, 15.0, 15.0, 11.0, 3.0, 1.0, 1.0, 1.0]","[1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 8.0, 1.0, 1.0, 2.0, 0.0, 2.0, 4.0, 0.0, 0.0, 2.0, 0.0, 0.0, 4.0, 8.0, 2.0, 0.0, 0.0, 0.0]",1.379310345,18.37931034,7 days
120,3/25/20,26,"[12, 11.0, 9.0, 5.0, 2.0, -1.0, -1.0, -1.0, 23.0, 22.0, 22.0, 20.0]","[1.0, 2.0, 4.0, 3.0, 3.0, 0.0, 0.0, 2.0, 1.0, 0.0, 2.0, 2.0]",1.666666667,10.25,7 days
121,3/22/20,28,"[6, 4.0, 1.0, -5.0, -10.0, -12.0, -12.0, -13.0, 13.0, 13.0, 12.0, 12.0, 9.0, 6.0, 3.0]","[2.0, 3.0, 6.0, 5.0, 2.0, 0.0, 1.0, 2.0, 0.0, 1.0, 0.0, 3.0, 3.0, 3.0, 1.0]",2.133333333,1.8,7 days
122,3/22/20,33,"[0, 0.0, -6.0, -9.0, -9.0, -11.0, -13.0, -17.0, 11.0, 2.0, -2.0, -2.0, -12.0, -14.0, -14.0]","[0.0, 6.0, 3.0, 0.0, 2.0, 2.0, 4.0, 5.0, 9.0, 4.0, 0.0, 10.0, 2.0, 0.0, 0.0]",3.133333333,-6.4,7 days
123,3/24/20,38,"[23, 22.0, 21.0, 18.0, 17.0, 15.0, 12.0, 9.0, 9.0, 39.0, 35.0, 28.0, 25.0, 20.0]","[1.0, 1.0, 3.0, 1.0, 2.0, 3.0, 3.0, 0.0, 8.0, 4.0, 7.0, 3.0, 5.0, 0.0]",2.928571429,20.92857143,8 days
124,3/13/20,38,"[0, 0.0, 0.0, 0.0, 0.0, 37.0, 27.0, 19.0, 4.0, 1.0, -5.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 10.0, 8.0, 15.0, 3.0, 6.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2.285714286,-0.80952381,4 days
125,3/12/20,41,"[0, -2.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, 31.0, 31.0, 31.0, 30.0, 24.0, 23.0, 21.0, 19.0, 19.0, 18.0, 18.0, 18.0, 15.0, 11.0, 8.0, 8.0, 8.0]","[2.0, 8.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 6.0, 1.0, 2.0, 2.0, 0.0, 1.0, 0.0, 0.0, 3.0, 4.0, 3.0, 0.0, 0.0, 1.0]",1.214285714,8.607142857,10 days
126,3/23/20,73,"[23, 12.0, 4.0, 2.0, -1.0, -1.0, -1.0, -1.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0]","[11.0, 8.0, 2.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.714285714,33.5,7 days
127,3/26/20,35,"[0, 0.0, 0.0, 33.0, 27.0, 17.0]","[0.0, 0.0, 2.0, 6.0, 10.0, 0.0]",3,12.83333333,2 days
128,3/11/20,40,"[31, 26.0, 22.0, 17.0, 13.0, 11.0, 9.0, 8.0, 47.0, 44.0, 42.0, 36.0, 36.0, 35.0, 33.0, 32.0, 25.0, 24.0, 23.0, 21.0, 17.0, 10.0, 9.0, 6.0, 4.0, 1.0]","[5.0, 4.0, 5.0, 4.0, 2.0, 2.0, 1.0, 1.0, 3.0, 2.0, 6.0, 0.0, 1.0, 2.0, 1.0, 7.0, 1.0, 1.0, 2.0, 4.0, 7.0, 1.0, 3.0, 2.0, 3.0, 1.0]",2.730769231,22.38461538,7 days
129,3/16/20,97,"[4, 3.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -3.0, -3.0, -4.0, 89.0, 80.0, 69.0, 65.0, 55.0, 52.0, 46.0, 44.0, 39.0, 33.0, 28.0, 22.0, 16.0]","[1.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 4.0, 9.0, 11.0, 4.0, 10.0, 3.0, 6.0, 2.0, 5.0, 6.0, 5.0, 6.0, 6.0, 1.0]",3.583333333,25.95833333,10 days
130,3/25/20,60,"[28, 28.0, 28.0, 27.0, 25.0, 24.0, 21.0, 20.0, 19.0, 18.0, 18.0, 17.0, 17.0, 74.0, 74.0, 71.0, 70.0]","[0.0, 0.0, 1.0, 2.0, 1.0, 3.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 3.0, 0.0, 3.0, 1.0, 4.0]",1.294117647,34.05882353,12 days
131,3/21/20,22,"[13, 13.0, 10.0, 9.0, 8.0, 7.0, 26.0, 25.0, 25.0, 23.0, 23.0, 22.0, 15.0, 15.0]","[0.0, 3.0, 1.0, 1.0, 1.0, 3.0, 1.0, 0.0, 2.0, 0.0, 1.0, 7.0, 0.0, 0.0]",1.428571429,16.71428571,5 days
132,2/29/20,72,"[3.0, 74.0, 71.0, 70.0, 70.0, 68.0, 65.0, 64.0, 63.0, 63.0, 60.0, 55.0, 51.0, 47.0, 42.0, 40.0, 37.0, 35.0, 35.0, 32.0, 29.0, 27.0, 23.0, 21.0, 17.0, 15.0, 11.0, 9.0, 2.0, -2.0]","[1.0, 3.0, 1.0, 0.0, 2.0, 3.0, 1.0, 1.0, 0.0, 3.0, 5.0, 4.0, 4.0, 5.0, 2.0, 3.0, 2.0, 0.0, 3.0, 3.0, 2.0, 4.0, 2.0, 4.0, 2.0, 4.0, 2.0, 7.0, 4.0, 5.0]",2.733333333,39.9,8 days
133,2/18/20,66,"[57.0, 56.0, 56.0, 55.0, 55.0, 54.0, 54.0, 53.0, 53.0, 52.0, 52.0, 52.0, 50.0, 49.0, 47.0, 45.0, 45.0, 44.0, 44.0, 44.0, 44.0, 42.0, 41.0, 40.0, 40.0, 40.0, 33.0, 33.0, 27.0, 24.0]","[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 2.0, 1.0, 2.0, 2.0, 0.0, 1.0, 0.0, 0.0, 0.0, 2.0, 1.0, 1.0, 0.0, 0.0, 7.0, 0.0, 6.0, 3.0, 9.0]",1.4,46.03333333,8 days
134,3/28/20,110,"[36, 34.0, 33.0, 29.0, 25.0, 22.0, 17.0, 8.0, -4.0, -9.0, 96.0]","[2.0, 1.0, 4.0, 4.0, 3.0, 5.0, 9.0, 12.0, 5.0, 5.0, 2.0]",4.727272727,26.09090909,9 days
135,3/29/20,246,"[60, 60.0, 57.0, 56.0, 54.0, 53.0, 53.0]","[0.0, 3.0, 1.0, 2.0, 1.0, 0.0, 1.0]",1.142857143,56.14285714,6 days
136,3/7/20,20,"[19, 17.0, 17.0, 16.0, 14.0, 14.0, 33.0, 33.0, 33.0, 32.0, 31.0, 31.0, 27.0, 27.0, 23.0, 23.0, 23.0, 22.0, 21.0, 20.0, 14.0, 13.0, 11.0, 4.0, 3.0, 3.0, -1.0, -1.0]","[2.0, 0.0, 1.0, 2.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 4.0, 0.0, 4.0, 0.0, 0.0, 1.0, 1.0, 1.0, 6.0, 1.0, 2.0, 7.0, 1.0, 0.0, 4.0, 0.0, 0.0]",1.428571429,18.64285714,5 days
137,3/21/20,65,"[13, 13.0, 8.0, 5.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 66.0, 65.0, 64.0, 63.0, 63.0, 44.0, 42.0, 38.0]","[0.0, 5.0, 3.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 19.0, 2.0, 4.0, 1.0]",2.157894737,25.84210526,10 days
138,3/24/20,70,"[46, 41.0, 39.0, 37.0, 25.0, 21.0, 19.0, 16.0, 14.0, 6.0, 73.0, 69.0, 66.0, 66.0, 66.0]","[5.0, 2.0, 2.0, 12.0, 4.0, 2.0, 3.0, 2.0, 8.0, 3.0, 4.0, 3.0, 0.0, 0.0, 1.0]",3.4,40.26666667,9 days
139,3/11/20,47,"[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 44.0, 41.0, 36.0, 31.0, 27.0, 22.0, 22.0, 18.0, 15.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 12.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 3.0, 5.0, 5.0, 4.0, 5.0, 0.0, 4.0, 3.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",1.346153846,14.30769231,7 days
140,3/15/20,25,"[1, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 25.0, 16.0, 14.0, 11.0, 4.0, -1.0, -9.0, -12.0, -15.0, -17.0, -19.0, -20.0, -20.0, -21.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 2.0, 3.0, 7.0, 5.0, 8.0, 3.0, 3.0, 2.0, 2.0, 1.0, 0.0, 1.0, 0.0]",1.807692308,-2.230769231,11 days
141,3/11/20,67,"[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 67.0, 67.0, 67.0, 67.0, 67.0, 67.0, 67.0, 67.0, 67.0, 67.0, 66.0, 63.0, 63.0, 61.0, 60.0, 56.0, 56.0, 55.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 3.0, 0.0, 2.0, 1.0, 4.0, 0.0, 1.0, 3.0]",0.6,46,6 days
142,3/27/20,128,"[44, 43.0, 41.0, 38.0, 32.0, 30.0, 22.0, 19.0, 19.0, 11.0, 10.0, 9.0, 8.0, 134.0, 134.0]","[1.0, 2.0, 3.0, 6.0, 2.0, 8.0, 3.0, 0.0, 8.0, 1.0, 1.0, 1.0, 2.0, 0.0, 1.0]",2.6,39.6,12 days
143,3/23/20,32,"[0, 0.0, 0.0, 0.0, 0.0, 0.0, 32.0, 32.0, 32.0, 26.0, 23.0, 23.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 3.0, 0.0, 0.0]",0.75,14,5 days
144,3/20/20,36,"[15, 14.0, 13.0, 8.0, 8.0, 39.0, 33.0, 33.0, 30.0, 28.0, 27.0, 26.0, 20.0, 20.0]","[1.0, 1.0, 5.0, 0.0, 5.0, 6.0, 0.0, 3.0, 2.0, 1.0, 1.0, 6.0, 0.0, 2.0]",2.357142857,22.42857143,4 days
145,3/28/20,37,"[19, 15.0, 13.0, 12.0, 12.0, 10.0, 9.0, 7.0, 6.0, 6.0, 6.0, 6.0, 6.0, 43.0]","[4.0, 2.0, 1.0, 0.0, 2.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0]",1.071428571,12.14285714,12 days
146,3/23/20,106,"[63, 61.0, 60.0, 57.0, 53.0, 50.0, 45.0, 41.0, 36.0, 136.0, 132.0, 126.0, 124.0, 114.0, 114.0]","[2.0, 1.0, 3.0, 4.0, 3.0, 5.0, 4.0, 5.0, 6.0, 4.0, 6.0, 2.0, 10.0, 0.0, 3.0]",3.866666667,80.8,8 days
147,3/25/20,182,"[18, 13.0, 12.0, 12.0, -3.0, -12.0, -18.0, -18.0, -21.0, -21.0, -21.0, 161.0, 161.0, 161.0, 160.0]","[5.0, 1.0, 0.0, 15.0, 9.0, 6.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",2.666666667,38.93333333,10 days
148,3/28/20,5,"[0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14.0]",2,0.714285714,5 days
149,3/22/20,144,"[1, -1.0, -1.0, -2.0, -2.0, 142.0, 142.0, 142.0, 141.0, 136.0, 124.0, 108.0]","[2.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 5.0, 12.0, 16.0, 14.0]",4.25,77.5,4 days
150,3/20/20,30,"[28, 28.0, 27.0, 21.0, 18.0, 12.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 31.0, 26.0]","[0.0, 1.0, 6.0, 3.0, 6.0, 7.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 5.0, 5.0]",2.466666667,29.06666667,5 days
151,3/12/20,64,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 65.0, 65.0, 65.0, 65.0, 65.0, 65.0, 65.0, 63.0, 62.0, 60.0, 59.0, 52.0, 52.0, 51.0, 48.0, 33.0, 33.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 1.0, 2.0, 1.0, 7.0, 0.0, 1.0, 3.0, 15.0, 0.0, 0.0]",1.066666667,32.7,20 days
152,3/6/20,62,"[0, 0.0, 0.0, -4.0, -5.0, 55.0, 54.0, 54.0, 53.0, 51.0, 49.0, 48.0, 43.0, 37.0, 37.0, 34.0, 31.0, 29.0, 20.0, 18.0, 13.0, 11.0, 0.0, -1.0, -8.0, -10.0, -16.0, -31.0]","[0.0, 0.0, 4.0, 1.0, 2.0, 1.0, 0.0, 1.0, 2.0, 2.0, 1.0, 5.0, 6.0, 0.0, 3.0, 3.0, 2.0, 9.0, 2.0, 5.0, 2.0, 11.0, 1.0, 7.0, 2.0, 6.0, 15.0, 1.0]",3.357142857,20.07142857,4 days
153,3/2/20,46,"[30.0, 29.0, 24.0, 66.0, 62.0, 62.0, 61.0, 60.0, 57.0, 57.0, 57.0, 57.0, 56.0, 56.0, 55.0, 52.0, 50.0, 48.0, 47.0, 44.0, 43.0, 42.0, 41.0, 41.0, 39.0, 38.0, 35.0, 33.0, 31.0, 30.0]","[1.0, 5.0, 4.0, 4.0, 0.0, 1.0, 1.0, 3.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 3.0, 2.0, 2.0, 1.0, 3.0, 1.0, 1.0, 1.0, 0.0, 2.0, 1.0, 3.0, 2.0, 2.0, 1.0, 1.0]",1.566666667,46.76666667,7 days
154,3/24/20,18,"[7, 6.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 22.0, 19.0, 18.0, 18.0, 15.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 3.0, 1.0, 0.0, 3.0, 0.0]",0.666666667,9.6,9 days
155,3/3/20,52,"[1.0, -3.0, -8.0, -10.0, 41.0, 32.0, 31.0, 29.0, 26.0, 26.0, 25.0, 21.0, 19.0, 18.0, 15.0, 15.0, 13.0, 13.0, 12.0, 8.0, 4.0, 0.0, -5.0, -10.0, -10.0, -10.0, -10.0, -17.0, -20.0, -20.0]","[4.0, 5.0, 2.0, 1.0, 9.0, 1.0, 2.0, 3.0, 0.0, 1.0, 4.0, 2.0, 1.0, 3.0, 0.0, 2.0, 0.0, 1.0, 4.0, 4.0, 4.0, 5.0, 5.0, 0.0, 0.0, 0.0, 7.0, 3.0, 0.0, 2.0]",2.5,7.533333333,5 days
156,3/27/20,19,"[0, -2.0, -5.0, -5.0, -5.0, 11.0, 4.0]","[2.0, 3.0, 0.0, 0.0, 3.0, 7.0, 1.0]",2.285714286,-0.285714286,4 days
157,2/17/20,38,"[32.0, 32.0, 29.0, 21.0, 20.0, 17.0, 17.0, 17.0, 17.0, 17.0, 16.0, 9.0, 6.0, 4.0, 3.0, 1.0, 0.0, -6.0, -8.0, -8.0, -9.0, -11.0, -13.0, -13.0, -13.0, -16.0, -17.0, -18.0, -19.0, -24.0]","[0.0, 3.0, 8.0, 1.0, 3.0, 0.0, 0.0, 0.0, 0.0, 1.0, 7.0, 3.0, 2.0, 1.0, 2.0, 1.0, 6.0, 2.0, 0.0, 1.0, 2.0, 2.0, 0.0, 0.0, 3.0, 1.0, 1.0, 1.0, 5.0, 1.0]",1.9,2.766666667,3 days
158,3/14/20,18,"[10, 7.0, 5.0, 5.0, 3.0, 1.0, 1.0, 18.0, 17.0, 17.0, 16.0, 15.0, 14.0, 13.0, 13.0, 11.0, 10.0, 10.0, 8.0, 8.0, 7.0, 5.0]","[3.0, 2.0, 0.0, 2.0, 2.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 2.0, 1.0, 0.0, 2.0, 0.0, 1.0, 2.0, 0.0]",1.045454545,9.727272727,6 days
159,3/26/20,67,"[26, 17.0, 10.0, 10.0, 10.0, 7.0, 7.0, 3.0, 2.0, 2.0, 1.0, 1.0, -3.0, -15.0, -18.0, -26.0, 38.0, 32.0, 30.0]","[9.0, 7.0, 0.0, 0.0, 3.0, 0.0, 4.0, 1.0, 0.0, 1.0, 0.0, 4.0, 12.0, 3.0, 8.0, 3.0, 6.0, 2.0, 1.0]",3.368421053,7.052631579,15 days
160,3/18/20,25,"[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -3.0, 19.0, 16.0, 15.0, 15.0, 12.0, 12.0, 11.0, 11.0, 10.0, 3.0, 2.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 3.0, 3.0, 1.0, 0.0, 3.0, 0.0, 1.0, 0.0, 1.0, 7.0, 1.0, 4.0]",0.964285714,4.392857143,16 days
161,3/10/20,18,"[5, 1.0, 1.0, 1.0, 1.0, 19.0, 10.0, 3.0, 3.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -2.0, -15.0, -26.0, -30.0, -38.0, -41.0, -41.0, -41.0, -47.0]","[4.0, 0.0, 0.0, 0.0, 0.0, 9.0, 7.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 13.0, 11.0, 4.0, 8.0, 3.0, 0.0, 0.0, 6.0, 6.0]",3.166666667,-9.625,4 days
162,3/24/20,110,"[3, 1.0, 1.0, 1.0, 1.0, -4.0, -8.0, -11.0, -20.0, -23.0, 83.0, 80.0, 73.0, 71.0, 62.0]","[2.0, 0.0, 0.0, 0.0, 5.0, 4.0, 3.0, 9.0, 3.0, 4.0, 3.0, 7.0, 2.0, 9.0, 3.0]",3.6,20.66666667,9 days
163,3/23/20,38,"[12, 12.0, 12.0, 11.0, 11.0, 11.0, 48.0, 45.0, 33.0, 33.0, 31.0, 30.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 3.0, 12.0, 0.0, 2.0, 1.0, 5.0]",2.083333333,24.08333333,5 days
164,3/7/20,55,"[5.0, 0.0, -6.0, -10.0, -10.0, -10.0, -10.0, -10.0, 40.0, 36.0, 30.0, 29.0, 25.0, 19.0, -2.0, -4.0, -6.0, -6.0, -6.0, -6.0, -11.0, -11.0, -11.0, -11.0, -11.0, -15.0, -15.0, -15.0, -17.0, -17.0]","[5.0, 6.0, 4.0, 0.0, 0.0, 0.0, 0.0, 5.0, 4.0, 6.0, 1.0, 4.0, 6.0, 21.0, 2.0, 2.0, 0.0, 0.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 2.0, 0.0, 0.0]",2.566666667,-1.2,13 days
165,3/23/20,147,"[5, -13.0, -13.0, -14.0, -14.0, -14.0, -14.0, -14.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, 132.0, 132.0, 132.0, 132.0, 132.0, 132.0]","[18.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.909090909,26.40909091,15 days
166,3/27/20,57,"[52, 50.0, 46.0, 43.0, 40.0, 92.0, 91.0]","[2.0, 4.0, 3.0, 3.0, 5.0, 1.0, 8.0]",3.714285714,59.14285714,4 days
167,3/29/20,28,"[14, 13.0, 11.0, 9.0]","[1.0, 2.0, 2.0, 4.0]",2.25,11.75,3 days
168,3/24/20,35,"[30, 26.0, 26.0, 18.0, 17.0, 17.0, 15.0, 12.0, 11.0, 44.0, 44.0, 44.0, 44.0, 44.0]","[4.0, 0.0, 8.0, 1.0, 0.0, 2.0, 3.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.5,28,8 days
169,3/21/20,41,"[13, 12.0, 12.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 9.0, 7.0, 48.0, 48.0, 46.0, 46.0, 44.0, 44.0, 39.0, 31.0]","[1.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 0.0, 0.0, 2.0, 0.0, 2.0, 0.0, 5.0, 8.0, 4.0]",1.421052632,24.15789474,10 days
170,3/9/20,11,"[0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 2.0, -8.0, -10.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -12.0, -20.0, -22.0, -26.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 10.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 8.0, 2.0, 4.0, 5.0]",1.448275862,-8.517241379,8 days
171,3/24/20,32,"[17, 15.0, 15.0, 15.0, 14.0, 14.0, 12.0, 10.0, 9.0, 39.0, 36.0, 29.0, 28.0, 27.0]","[2.0, 0.0, 0.0, 1.0, 0.0, 2.0, 2.0, 1.0, 2.0, 3.0, 7.0, 1.0, 1.0, 0.0]",1.571428571,20,8 days
172,2/25/20,11,"[8.0, 8.0, 6.0, 6.0, 5.0, 5.0, 4.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, -4.0, -5.0, -5.0, -5.0, -5.0, -8.0, -12.0, -12.0, -12.0, -16.0, -16.0, -19.0, -20.0, -20.0, -20.0, -21.0]","[0.0, 2.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.0, 1.0, 0.0, 0.0, 0.0, 3.0, 4.0, 0.0, 0.0, 4.0, 0.0, 3.0, 1.0, 0.0, 0.0, 1.0, 2.0]",1.033333333,-4.566666667,5 days
173,3/15/20,62,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 62.0, 58.0, 54.0, 48.0, 48.0, 46.0, 46.0, 46.0, 46.0, 44.0, 40.0, 34.0, 34.0, 34.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 4.0, 6.0, 0.0, 2.0, 0.0, 0.0, 0.0, 2.0, 4.0, 6.0, 0.0, 0.0, 2.0]",1,21.33333333,18 days
